"","apt1_apt_name","apt2_apt_name","total_pax_tp","apt1_id","apt2_id"
"1","GATWICK","ABERDEEN",13.5545,0,6
"2","GATWICK","BELFAST CITY (GEORGE BEST)",21.5485,0,11
"3","GATWICK","BELFAST INTERNATIONAL",30.9976,0,12
"4","GATWICK","BIRMINGHAM",1e-04,0,15
"5","GATWICK","BLACKPOOL",0.0036,0,16
"6","GATWICK","CARDIFF WALES",0.0219,0,21
"7","GATWICK","DONCASTER SHEFFIELD",0.004,0,24
"8","GATWICK","DURHAM TEES VALLEY",0.0084,0,27
"9","GATWICK","EAST MIDLANDS INTERNATIONAL",0,0,28
"10","GATWICK","EDINBURGH",64.7908,0,30
"11","GATWICK","GLASGOW",51.466,0,36
"12","GATWICK","GUERNSEY",34.1656,0,38
"13","GATWICK","HUMBERSIDE",0,0,39
"14","GATWICK","INVERNESS",22.4872,0,40
"15","GATWICK","ISLE OF MAN",12.6462,0,41
"16","GATWICK","JERSEY",55.5971,0,43
"17","GATWICK","LEEDS BRADFORD",3.0431,0,46
"18","GATWICK","LIVERPOOL",0.004,0,48
"19","GATWICK","MANCHESTER",28.8191,0,49
"20","GATWICK","NEWCASTLE",11.0583,0,50
"21","GATWICK","NEWQUAY",10.0918,0,51
"22","GATWICK","PLYMOUTH",5.7516,0,55
"23","HEATHROW","ABERDEEN",64.1294,1,6
"24","HEATHROW","BELFAST CITY (GEORGE BEST)",52.2676,1,11
"25","HEATHROW","BELFAST INTERNATIONAL",26.6819,1,12
"26","HEATHROW","CITY OF DERRY (EGLINTON)",0.0262,1,22
"27","HEATHROW","DURHAM TEES VALLEY",1.3852,1,27
"28","HEATHROW","EDINBURGH",130.6065,1,30
"29","HEATHROW","GLASGOW",107.997,1,36
"30","HEATHROW","INVERNESS",0,1,40
"31","HEATHROW","JERSEY",1.8519,1,43
"32","HEATHROW","LEEDS BRADFORD",2.116,1,46
"33","HEATHROW","LIVERPOOL",0.0368,1,48
"34","HEATHROW","MANCHESTER",90.8723,1,49
"35","HEATHROW","NEWCASTLE",47.5432,1,50
"36","HEATHROW","PRESTWICK",0,1,56
