rundate,this_period,last_period,grp_name,apt1_apt_name,apt2_apt_name,total_pax_tp,total_pax_shd_2002,total_pax_cht_2002,total_pax_2001,total_pax_shd_2001,total_pax_cht_2001,total_pax_percent_change
31/03/2003 10:37,2002,2001,Other UK Airports,CARDIFF WALES,EDINBURGH,29063,28922,141,32968,25829,7139,-11.84481907
31/03/2003 10:37,2002,2001,Other UK Airports,CARDIFF WALES,GLASGOW,19047,18979,68,25279,25275,4,-24.65287399
31/03/2003 10:37,2002,2001,Other UK Airports,CARDIFF WALES,GUERNSEY,0,0,0,2675,2675,0,
31/03/2003 10:37,2002,2001,Other UK Airports,CARDIFF WALES,ISLE OF MAN,0,0,0,46,0,46,
31/03/2003 10:37,2002,2001,Other UK Airports,CARDIFF WALES,JERSEY,24072,22917,1155,22187,20833,1354,8.495965958
31/03/2003 10:37,2002,2001,Other UK Airports,CARDIFF WALES,LEEDS BRADFORD,389,0,389,0,0,0,
31/03/2003 10:37,2002,2001,Other UK Airports,CARDIFF WALES,LIVERPOOL,95,0,95,1019,0,1019,-90.67713165
31/03/2003 10:37,2002,2001,Other UK Airports,CARDIFF WALES,MANCHESTER,266,0,266,2037,1532,505,-86.94158173
31/03/2003 10:37,2002,2001,Other UK Airports,CARDIFF WALES,NEWCASTLE,1780,1689,91,6632,6632,0,-73.16043091
31/03/2003 10:37,2002,2001,Other UK Airports,CARDIFF WALES,NORTHOLT,0,0,0,100,0,100,
31/03/2003 10:37,2002,2001,Other UK Airports,CARDIFF WALES,NORWICH,1926,0,1926,100,0,100,1826
31/03/2003 10:37,2002,2001,Other UK Airports,COVENTRY,EDINBURGH,0,0,0,50,0,50,
31/03/2003 10:37,2002,2001,Other UK Airports,COVENTRY,LEEDS BRADFORD,0,0,0,1,0,1,
31/03/2003 10:37,2002,2001,Other UK Airports,DENHAM,TEESSIDE,212,0,212,0,0,0,
31/03/2003 10:37,2002,2001,Other UK Airports,DUNDEE,JERSEY,1300,0,1300,2047,0,2047,-36.49242783
31/03/2003 10:37,2002,2001,Other UK Airports,DUNDEE,NORTHOLT,0,0,0,59,0,59,
31/03/2003 10:37,2002,2001,Other UK Airports,DUNDEE,NORWICH,0,0,0,81,0,81,
31/03/2003 10:37,2002,2001,Other UK Airports,EAST MIDLANDS,EDINBURGH,188183,188183,0,74283,73191,1092,153.3325195
31/03/2003 10:37,2002,2001,Other UK Airports,EAST MIDLANDS,GLASGOW,177314,177279,35,93374,93374,0,89.89654541
31/03/2003 10:37,2002,2001,Other UK Airports,EAST MIDLANDS,GUERNSEY,10610,10610,0,10260,10260,0,3.411306143
31/03/2003 10:37,2002,2001,Other UK Airports,EAST MIDLANDS,HUMBERSIDE,159,0,159,0,0,0,
31/03/2003 10:37,2002,2001,Other UK Airports,EAST MIDLANDS,ISLE OF MAN,1239,1239,0,0,0,0,
31/03/2003 10:37,2002,2001,Other UK Airports,EAST MIDLANDS,JERSEY,58294,54507,3787,63229,61004,2225,-7.804963112
31/03/2003 10:37,2002,2001,Other UK Airports,EAST MIDLANDS,WICK,48,0,48,0,0,0,
31/03/2003 10:37,2002,2001,Other UK Airports,EDAY,KIRKWALL,446,446,0,451,451,0,-1.108647466
31/03/2003 10:37,2002,2001,Other UK Airports,EDINBURGH,EXETER,1,0,1,2,0,2,-50
31/03/2003 10:37,2002,2001,Other UK Airports,EDINBURGH,FARNBOROUGH,247,0,247,25,0,25,888
31/03/2003 10:37,2002,2001,Other UK Airports,EDINBURGH,GLASGOW,657,589,68,31,0,31,2019.354858
31/03/2003 10:37,2002,2001,Other UK Airports,EDINBURGH,GUERNSEY,33,33,0,1333,1333,0,-97.52438354
31/03/2003 10:37,2002,2001,Other UK Airports,EDINBURGH,HAYDOCK PARK,91,0,91,0,0,0,
31/03/2003 10:37,2002,2001,Other UK Airports,EDINBURGH,INVERNESS,8118,7810,308,1523,1509,14,433.0269165
31/03/2003 10:37,2002,2001,Other UK Airports,EDINBURGH,ISLE OF MAN,3760,3760,0,0,0,0,
31/03/2003 10:37,2002,2001,Other UK Airports,EDINBURGH,JERSEY,13602,12047,1555,9619,8774,845,41.40763092
31/03/2003 10:37,2002,2001,Other UK Airports,EDINBURGH,KIRKWALL,28004,27977,27,28959,28853,106,-3.297765732
31/03/2003 10:37,2002,2001,Other UK Airports,EDINBURGH,LEEDS BRADFORD,49677,49677,0,34467,34457,10,44.12916565
31/03/2003 10:37,2002,2001,Other UK Airports,EDINBURGH,MANCHESTER,190317,190107,210,178363,178092,271,6.702062607
31/03/2003 10:37,2002,2001,Other UK Airports,EDINBURGH,NEWCASTLE,7,0,7,142,0,142,-95.07041931
31/03/2003 10:37,2002,2001,Other UK Airports,EDINBURGH,NORTHOLT,29,0,29,39,0,39,-25.64102554
31/03/2003 10:37,2002,2001,Other UK Airports,EDINBURGH,PLYMOUTH,1836,1836,0,1862,1830,32,-1.396348
31/03/2003 10:37,2002,2001,Other UK Airports,EDINBURGH,PRESTWICK,0,0,0,7,0,7,
31/03/2003 10:37,2002,2001,Other UK Airports,EDINBURGH,SCATSTA,0,0,0,107,0,107,
31/03/2003 10:37,2002,2001,Other UK Airports,EDINBURGH,SOUTHAMPTON,68326,68326,0,75578,75578,0,-9.595384598
31/03/2003 10:37,2002,2001,Other UK Airports,EDINBURGH,STORNOWAY,13285,13285,0,11066,11065,1,20.05241203
31/03/2003 10:37,2002,2001,Other UK Airports,EDINBURGH,SUMBURGH,16663,16663,0,16674,15914,760,-0.065970972
31/03/2003 10:37,2002,2001,Other UK Airports,EDINBURGH,TEESSIDE,0,0,0,297,0,297,
31/03/2003 10:37,2002,2001,Other UK Airports,EDINBURGH,WICK,96,22,74,135,103,32,-28.88888931
31/03/2003 10:37,2002,2001,Other UK Airports,ENNISKILLEN,JERSEY,0,0,0,533,0,533,
31/03/2003 10:37,2002,2001,Other UK Airports,EXETER,GLASGOW,41,41,0,0,0,0,
31/03/2003 10:37,2002,2001,Other UK Airports,EXETER,GUERNSEY,30328,30328,0,24917,24917,0,21.71609688
31/03/2003 10:37,2002,2001,Other UK Airports,EXETER,ISLES OF SCILLY (ST.MARYS),4467,4467,0,4201,4201,0,6.331825733
31/03/2003 10:37,2002,2001,Other UK Airports,EXETER,JERSEY,44361,44361,0,39915,39915,0,11.13866997
31/03/2003 10:37,2002,2001,Other UK Airports,EXETER,MANCHESTER,0,0,0,6,6,0,
31/03/2003 10:37,2002,2001,Other UK Airports,EXETER,NORTHOLT,0,0,0,108,0,108,
31/03/2003 10:37,2002,2001,Other UK Airports,EXETER,PRIVATE STRIPS/HELIPADS,41,0,41,0,0,0,
31/03/2003 10:37,2002,2001,Other UK Airports,EXETER,TEESSIDE,0,0,0,128,0,128,
31/03/2003 10:37,2002,2001,Other UK Airports,FAIR ISLE,LERWICK  (TINGWALL),2075,2075,0,1957,1957,0,6.029637337
31/03/2003 10:37,2002,2001,Other UK Airports,FAIR ISLE,SUMBURGH,208,208,0,144,144,0,44.44444275
31/03/2003 10:37,2002,2001,Other UK Airports,FARNBOROUGH,GLASGOW,4,0,4,7,0,7,-42.8571434
31/03/2003 10:37,2002,2001,Other UK Airports,FARNBOROUGH,GUERNSEY,4,0,4,0,0,0,
31/03/2003 10:37,2002,2001,Other UK Airports,FARNBOROUGH,HUMBERSIDE,4,0,4,0,0,0,
31/03/2003 10:37,2002,2001,Other UK Airports,FARNBOROUGH,JERSEY,21,0,21,1,0,1,2000
31/03/2003 10:37,2002,2001,Other UK Airports,FARNBOROUGH,NORWICH,0,0,0,32,0,32,
31/03/2003 10:37,2002,2001,Other UK Airports,FARNBOROUGH,PRESTWICK,198,0,198,0,0,0,
31/03/2003 10:37,2002,2001,Other UK Airports,FARNBOROUGH,SOUTHAMPTON,70,0,70,29,0,29,141.379303
31/03/2003 10:37,2002,2001,Other UK Airports,FARNBOROUGH,TEESSIDE,7,0,7,0,0,0,
31/03/2003 10:37,2002,2001,Other UK Airports,FILTON,GLASGOW,0,0,0,83,0,83,
31/03/2003 10:37,2002,2001,Other UK Airports,FILTON,HAWARDEN,1889,0,1889,2751,0,2751,-31.33406067
31/03/2003 10:37,2002,2001,Other UK Airports,FILTON,KENT INTERNATIONAL,0,0,0,122,0,122,
31/03/2003 10:37,2002,2001,Other UK Airports,FILTON,LIVERPOOL,42,0,42,0,0,0,
31/03/2003 10:37,2002,2001,Other UK Airports,FILTON,NEWCASTLE,0,0,0,93,0,93,
31/03/2003 10:37,2002,2001,Other UK Airports,GLASGOW,GUERNSEY,0,0,0,805,805,0,
31/03/2003 10:37,2002,2001,Other UK Airports,GLASGOW,INVERNESS,27717,27717,0,20724,20618,106,33.7434845
31/03/2003 10:37,2002,2001,Other UK Airports,GLASGOW,ISLAY,20833,20833,0,19609,19609,0,6.242031574
31/03/2003 10:37,2002,2001,Other UK Airports,GLASGOW,ISLE OF MAN,23958,23958,0,25816,25816,0,-7.197087288
31/03/2003 10:37,2002,2001,Other UK Airports,GLASGOW,JERSEY,13737,13424,313,19796,19515,281,-30.60719299
31/03/2003 10:37,2002,2001,Other UK Airports,GLASGOW,KIRKWALL,5363,5363,0,6417,6266,151,-16.42512131
31/03/2003 10:37,2002,2001,Other UK Airports,GLASGOW,LEEDS BRADFORD,39216,38907,309,36265,36260,5,8.137322426
31/03/2003 10:37,2002,2001,Other UK Airports,GLASGOW,LONDONDERRY,14740,14740,0,21397,21397,0,-31.11183739
31/03/2003 10:37,2002,2001,Other UK Airports,GLASGOW,MANCHESTER,143698,143101,597,148101,147394,707,-2.972971201
31/03/2003 10:37,2002,2001,Other UK Airports,GLASGOW,NEWCASTLE,2,0,2,441,0,441,-99.5464859
31/03/2003 10:37,2002,2001,Other UK Airports,GLASGOW,NORTHOLT,0,0,0,4,0,4,
31/03/2003 10:37,2002,2001,Other UK Airports,GLASGOW,NORWICH,0,0,0,37,0,37,
31/03/2003 10:37,2002,2001,Other UK Airports,GLASGOW,PLYMOUTH,748,748,0,6434,6434,0,-88.37425995
31/03/2003 10:37,2002,2001,Other UK Airports,GLASGOW,SCATSTA,0,0,0,88,0,88,
31/03/2003 10:37,2002,2001,Other UK Airports,GLASGOW,SOUTHAMPTON,66187,66167,20,71183,70725,458,-7.018529892
31/03/2003 10:37,2002,2001,Other UK Airports,GLASGOW,STORNOWAY,47823,47823,0,47989,47932,57,-0.345912606
31/03/2003 10:37,2002,2001,Other UK Airports,GLASGOW,SUMBURGH,12411,12327,84,18164,16539,1625,-31.67253876
31/03/2003 10:37,2002,2001,Other UK Airports,GLASGOW,TIREE,5302,5302,0,5244,5244,0,1.106025934
31/03/2003 10:37,2002,2001,Other UK Airports,GLASGOW,WARTON,0,0,0,2,0,2,
31/03/2003 10:37,2002,2001,Other UK Airports,GLOUCESTERSHIRE,SOUTHAMPTON,0,0,0,32,0,32,
31/03/2003 10:37,2002,2001,Other UK Airports,GUERNSEY,ISLE OF MAN,0,0,0,566,0,566,
31/03/2003 10:37,2002,2001,Other UK Airports,GUERNSEY,JERSEY,148894,148857,37,160341,160341,0,-7.139159679
31/03/2003 10:37,2002,2001,Other UK Airports,GUERNSEY,LEEDS BRADFORD,0,0,0,3226,3226,0,
31/03/2003 10:37,2002,2001,Other UK Airports,GUERNSEY,LIVERPOOL,3,0,3,0,0,0,
31/03/2003 10:37,2002,2001,Other UK Airports,GUERNSEY,MANCHESTER,51259,51259,0,51802,51802,0,-1.048222065
31/03/2003 10:37,2002,2001,Other UK Airports,GUERNSEY,NEWCASTLE,0,0,0,917,917,0,
31/03/2003 10:37,2002,2001,Other UK Airports,GUERNSEY,NORWICH,0,0,0,800,800,0,
31/03/2003 10:37,2002,2001,Other UK Airports,GUERNSEY,PLYMOUTH,0,0,0,388,388,0,
31/03/2003 10:37,2002,2001,Other UK Airports,GUERNSEY,SOUTHAMPTON,116939,116939,0,122919,122919,0,-4.864992619
31/03/2003 10:37,2002,2001,Other UK Airports,HUMBERSIDE,JERSEY,3445,0,3445,3454,0,3454,-0.260567456
31/03/2003 10:37,2002,2001,Other UK Airports,HUMBERSIDE,LEUCHARS,0,0,0,117,0,117,
31/03/2003 10:37,2002,2001,Other UK Airports,HUMBERSIDE,MANCHESTER,0,0,0,177,0,177,
31/03/2003 10:37,2002,2001,Other UK Airports,HUMBERSIDE,NEWCASTLE,0,0,0,18,18,0,
31/03/2003 10:37,2002,2001,Other UK Airports,HUMBERSIDE,NORWICH,0,0,0,48,0,48,
31/03/2003 10:37,2002,2001,Other UK Airports,INVERNESS,KIRKWALL,14189,14189,0,9764,9764,0,45.31954193
31/03/2003 10:37,2002,2001,Other UK Airports,INVERNESS,NORTHOLT,39,0,39,130,0,130,-70
31/03/2003 10:37,2002,2001,Other UK Airports,INVERNESS,SOUTH MARSTON,12,0,12,54,0,54,-77.77777863
31/03/2003 10:37,2002,2001,Other UK Airports,INVERNESS,STORNOWAY,26266,26221,45,23818,23818,0,10.27794075
31/03/2003 10:37,2002,2001,Other UK Airports,INVERNESS,SUMBURGH,1040,1040,0,3894,3894,0,-73.29224396
31/03/2003 10:37,2002,2001,Other UK Airports,INVERNESS,TEESSIDE,0,0,0,46,0,46,
31/03/2003 10:37,2002,2001,Other UK Airports,INVERNESS,WARTON,0,0,0,32,0,32,
31/03/2003 10:37,2002,2001,Other UK Airports,ISLE OF MAN,JERSEY,2592,2592,0,10918,10461,457,-76.25939178
31/03/2003 10:37,2002,2001,Other UK Airports,ISLE OF MAN,LEEDS BRADFORD,11225,11225,0,11398,11398,0,-1.517810106
31/03/2003 10:37,2002,2001,Other UK Airports,ISLE OF MAN,LIVERPOOL,187118,187118,0,198410,198388,22,-5.691245556
31/03/2003 10:37,2002,2001,Other UK Airports,ISLE OF MAN,MANCHESTER,94129,94119,10,97332,97196,136,-3.290798426
31/03/2003 10:37,2002,2001,Other UK Airports,ISLE OF MAN,NEWCASTLE,9968,9968,0,0,0,0,
31/03/2003 10:37,2002,2001,Other UK Airports,ISLE OF MAN,SOUTHAMPTON,2623,2623,0,3992,3992,0,-34.29358673
31/03/2003 10:37,2002,2001,Other UK Airports,ISLE OF MAN,SUMBURGH,0,0,0,180,0,180,
31/03/2003 10:37,2002,2001,Other UK Airports,JERSEY,LEEDS BRADFORD,32950,31294,1656,29993,28339,1654,9.858966827
31/03/2003 10:37,2002,2001,Other UK Airports,JERSEY,LIVERPOOL,4281,0,4281,6945,2831,4114,-38.35853195
31/03/2003 10:37,2002,2001,Other UK Airports,JERSEY,LONDONDERRY,0,0,0,480,196,284,
31/03/2003 10:37,2002,2001,Other UK Airports,JERSEY,MANCHESTER,81649,68651,12998,86698,73312,13386,-5.823663712
31/03/2003 10:37,2002,2001,Other UK Airports,JERSEY,NEWCASTLE,8481,3668,4813,10726,3248,7478,-20.93044853
31/03/2003 10:37,2002,2001,Other UK Airports,JERSEY,NORWICH,4074,0,4074,5664,899,4765,-28.07203484
31/03/2003 10:37,2002,2001,Other UK Airports,JERSEY,PLYMOUTH,258,258,0,9444,9444,0,-97.26810455
31/03/2003 10:37,2002,2001,Other UK Airports,JERSEY,PRESTWICK,1275,0,1275,1310,0,1310,-2.671755791
31/03/2003 10:37,2002,2001,Other UK Airports,JERSEY,SHEFFIELD CITY,2953,0,2953,908,0,908,225.2202606
31/03/2003 10:37,2002,2001,Other UK Airports,JERSEY,SOUTHAMPTON,140114,138969,1145,153455,151877,1578,-8.693754196
31/03/2003 10:37,2002,2001,Other UK Airports,JERSEY,SWANSEA,1598,1598,0,0,0,0,
31/03/2003 10:37,2002,2001,Other UK Airports,JERSEY,TEESSIDE,6334,4872,1462,7324,7324,0,-13.51720333
31/03/2003 10:37,2002,2001,Other UK Airports,KIRKWALL,MANCHESTER,0,0,0,104,0,104,
31/03/2003 10:37,2002,2001,Other UK Airports,KIRKWALL,NORTH RONALDSAY,4400,4400,0,3884,3884,0,13.2852726
31/03/2003 10:37,2002,2001,Other UK Airports,KIRKWALL,PAPA WESTRAY,2783,2783,0,2489,2489,0,11.81197262
31/03/2003 10:37,2002,2001,Other UK Airports,KIRKWALL,SANDAY,2483,2483,0,2076,2076,0,19.60500908
31/03/2003 10:37,2002,2001,Other UK Airports,KIRKWALL,STRONSAY,2719,2719,0,2430,2430,0,11.89300442
31/03/2003 10:37,2002,2001,Other UK Airports,KIRKWALL,SUMBURGH,7449,7252,197,7243,7243,0,2.844125271
31/03/2003 10:37,2002,2001,Other UK Airports,KIRKWALL,WESTRAY,2721,2721,0,2081,2081,0,30.75444412
31/03/2003 10:37,2002,2001,Other UK Airports,KIRKWALL,WICK,8355,8355,0,4511,4511,0,85.21392059
31/03/2003 10:37,2002,2001,Other UK Airports,LEEDS BRADFORD,MANCHESTER,0,0,0,20,0,20,
31/03/2003 10:37,2002,2001,Other UK Airports,LEEDS BRADFORD,NEWQUAY,310,0,310,0,0,0,
31/03/2003 10:37,2002,2001,Other UK Airports,LEEDS BRADFORD,NORTHOLT,0,0,0,142,0,142,
31/03/2003 10:37,2002,2001,Other UK Airports,LEEDS BRADFORD,SHEFFIELD CITY,0,0,0,32,0,32,
31/03/2003 10:37,2002,2001,Other UK Airports,LEEDS BRADFORD,SOUTHAMPTON,22021,22021,0,24558,24521,37,-10.33064556
31/03/2003 10:37,2002,2001,Other UK Airports,LERWICK  (TINGWALL),UNST,0,0,0,26,26,0,
31/03/2003 10:37,2002,2001,Other UK Airports,LIVERPOOL,NORTHOLT,0,0,0,42,0,42,
31/03/2003 10:37,2002,2001,Other UK Airports,LIVERPOOL,SANDOWN,0,0,0,28,0,28,
31/03/2003 10:37,2002,2001,Other UK Airports,LIVERPOOL,SOUTHAMPTON,174,0,174,65,0,65,167.6923065
31/03/2003 10:37,2002,2001,Other UK Airports,LONDONDERRY,MANCHESTER,0,0,0,38,38,0,
31/03/2003 10:37,2002,2001,Other UK Airports,LYDD,NORTHOLT,0,0,0,29,0,29,
31/03/2003 10:37,2002,2001,Other UK Airports,MANCHESTER,NEWCASTLE,94,0,94,45,0,45,108.8888855
31/03/2003 10:37,2002,2001,Other UK Airports,MANCHESTER,NORTHOLT,40,0,40,75,0,75,-46.66666794
31/03/2003 10:37,2002,2001,Other UK Airports,MANCHESTER,PRIVATE STRIPS/HELIPADS,79,0,79,0,0,0,
31/03/2003 10:37,2002,2001,Other UK Airports,MANCHESTER,SCATSTA,0,0,0,3,0,3,
31/03/2003 10:37,2002,2001,Other UK Airports,MANCHESTER,SOUTHAMPTON,57610,57521,89,64944,64837,107,-11.29280567
31/03/2003 10:37,2002,2001,Other UK Airports,MANCHESTER,SUMBURGH,573,0,573,0,0,0,
31/03/2003 10:37,2002,2001,Other UK Airports,NEWCASTLE,NEWQUAY,360,0,360,0,0,0,
31/03/2003 10:37,2002,2001,Other UK Airports,NEWCASTLE,NORTHOLT,0,0,0,90,0,90,
31/03/2003 10:37,2002,2001,Other UK Airports,NEWCASTLE,PLYMOUTH,619,619,0,2706,2706,0,-77.12490845
31/03/2003 10:37,2002,2001,Other UK Airports,NEWCASTLE,SOUTHAMPTON,29387,29329,58,33392,33251,141,-11.99389076
31/03/2003 10:37,2002,2001,Other UK Airports,NEWCASTLE,WICK,0,0,0,2112,2112,0,
31/03/2003 10:37,2002,2001,Other UK Airports,NORTHOLT,NORWICH,32,0,32,0,0,0,
31/03/2003 10:37,2002,2001,Other UK Airports,NORTHOLT,SOUTHAMPTON,0,0,0,50,0,50,
31/03/2003 10:37,2002,2001,Other UK Airports,NORTHOLT,TEESSIDE,0,0,0,10,0,10,
31/03/2003 10:37,2002,2001,Other UK Airports,NORTHOLT,WICK,0,0,0,16,0,16,
31/03/2003 10:37,2002,2001,Other UK Airports,PRESTWICK,WOODFORD,58,0,58,0,0,0,
31/03/2003 10:37,2002,2001,Other UK Airports,SCATSTA,SUMBURGH,44,0,44,54,0,54,-18.51851845
31/03/2003 10:37,2002,2001,Other UK Airports,SHEFFIELD CITY,SOUTHAMPTON,0,0,0,53,0,53,
31/03/2003 10:37,2002,2001,Other UK Airports,SOUTH MARSTON,WICK,0,0,0,34,0,34,
31/03/2003 10:37,2002,2001,Other UK Airports,SOUTHAMPTON,TEESSIDE,0,0,0,48,0,48,
31/03/2003 10:37,2002,2001,Other UK Airports,SOUTHAMPTON,WADDINGTON,11,0,11,50,0,50,-78
31/03/2003 10:37,2002,2001,Other UK Airports,SOUTHAMPTON,WARTON,287,0,287,333,0,333,-13.81381416
31/03/2003 10:37,2002,2001,Other UK Airports,SUMBURGH,UNST,0,0,0,238,238,0,
31/03/2003 10:37,2002,2001,Other UK Airports,SUMBURGH,WICK,616,569,47,1723,1723,0,-64.24840546
