rundate,this_period,last_period,grp_cd,grp_name,apt1_apt_name,apt2_apt_name,total_pax_tp,total_pax_shd_tp,total_pax_cht_tp,total_pax_lp,total_pax_shd_lp,total_pax_cht_lp,total_pax_pc
10/15/2008 9:05,1991,1990,A,London Area Airports,GATWICK,ABERDEEN,154046,154046,0,128772,128672,100,19.62693787
10/15/2008 9:05,1991,1990,A,London Area Airports,GATWICK,ALDERNEY,2,0,2,0,0,0,
10/15/2008 9:05,1991,1990,A,London Area Airports,GATWICK,ANGLESEY (VALLEY),238,0,238,0,0,0,
10/15/2008 9:05,1991,1990,A,London Area Airports,GATWICK,BELFAST INTERNATIONAL,20121,19993,128,88966,88840,126,-77.38349152
10/15/2008 9:05,1991,1990,A,London Area Airports,GATWICK,BIGGIN HILL,0,0,0,9,0,9,
10/15/2008 9:05,1991,1990,A,London Area Airports,GATWICK,BIRMINGHAM,3243,2962,281,19732,19732,0,-83.56476593
10/15/2008 9:05,1991,1990,A,London Area Airports,GATWICK,BRISTOL,0,0,0,9,0,9,
10/15/2008 9:05,1991,1990,A,London Area Airports,GATWICK,COAL ASTON,0,0,0,47,47,0,
10/15/2008 9:05,1991,1990,A,London Area Airports,GATWICK,CULDROSE,0,0,0,60,30,30,
10/15/2008 9:05,1991,1990,A,London Area Airports,GATWICK,DURHAM TEES VALLEY,2282,2282,0,0,0,0,
10/15/2008 9:05,1991,1990,A,London Area Airports,GATWICK,EAST MIDLANDS INTERNATIONAL,206,0,206,2,0,2,10200
10/15/2008 9:05,1991,1990,A,London Area Airports,GATWICK,EDINBURGH,181032,180828,204,273839,273764,75,-33.89108276
10/15/2008 9:05,1991,1990,A,London Area Airports,GATWICK,EXETER,10,10,0,0,0,0,
10/15/2008 9:05,1991,1990,A,London Area Airports,GATWICK,GLASGOW,169378,169025,353,197082,196973,109,-14.05709267
10/15/2008 9:05,1991,1990,A,London Area Airports,GATWICK,GUERNSEY,88691,85348,3343,103630,103233,397,-14.4157095
10/15/2008 9:05,1991,1990,A,London Area Airports,GATWICK,HAVERFORD WEST,0,0,0,190,0,190,
10/15/2008 9:05,1991,1990,A,London Area Airports,GATWICK,HEATHROW,0,0,0,161,0,161,
10/15/2008 9:05,1991,1990,A,London Area Airports,GATWICK,INVERNESS,200,200,0,60041,60041,0,-99.66689301
10/15/2008 9:05,1991,1990,A,London Area Airports,GATWICK,JERSEY,140353,139744,609,213814,212012,1802,-34.35743332
10/15/2008 9:05,1991,1990,A,London Area Airports,GATWICK,KENT INTERNATIONAL,0,0,0,476,0,476,
10/15/2008 9:05,1991,1990,A,London Area Airports,GATWICK,LASHAM,0,0,0,10,0,10,
10/15/2008 9:05,1991,1990,A,London Area Airports,GATWICK,LEEDS BRADFORD,0,0,0,13255,13243,12,
10/15/2008 9:05,1991,1990,A,London Area Airports,GATWICK,LERWICK (TINGWALL),0,0,0,42,42,0,
10/15/2008 9:05,1991,1990,A,London Area Airports,GATWICK,LEUCHARS,0,0,0,46,0,46,
10/15/2008 9:05,1991,1990,A,London Area Airports,GATWICK,LIVERPOOL,0,0,0,1,0,1,
10/15/2008 9:05,1991,1990,A,London Area Airports,GATWICK,LONDON CITY,0,0,0,22,0,22,
10/15/2008 9:05,1991,1990,A,London Area Airports,GATWICK,LUTON,94,0,94,50,0,50,88
10/15/2008 9:05,1991,1990,A,London Area Airports,GATWICK,LYDD,0,0,0,7,0,7,
10/15/2008 9:05,1991,1990,A,London Area Airports,GATWICK,MANCHESTER,165627,164599,1028,155910,153814,2096,6.232441902
10/15/2008 9:05,1991,1990,A,London Area Airports,GATWICK,NEWCASTLE,81044,81043,1,90717,90716,1,-10.66283035
10/15/2008 9:05,1991,1990,A,London Area Airports,GATWICK,NEWQUAY,80,0,80,0,0,0,
10/15/2008 9:05,1991,1990,A,London Area Airports,GATWICK,PLYMOUTH,2494,2494,0,24022,24022,0,-89.61785126
10/15/2008 9:05,1991,1990,A,London Area Airports,GATWICK,PRESTWICK,27,0,27,108,0,108,-75
10/15/2008 9:05,1991,1990,A,London Area Airports,GATWICK,SOUTHEND,0,0,0,6,0,6,
10/15/2008 9:05,1991,1990,A,London Area Airports,GATWICK,STANSTED,0,0,0,3,0,3,
10/15/2008 9:05,1991,1990,A,London Area Airports,HEATHROW,ABERDEEN,437792,437728,64,464649,464629,20,-5.780061722
10/15/2008 9:05,1991,1990,A,London Area Airports,HEATHROW,BELFAST INTERNATIONAL,1159552,1159552,0,1116606,1113692,2914,3.846119404
10/15/2008 9:05,1991,1990,A,London Area Airports,HEATHROW,BIRMINGHAM,79664,79314,350,117082,117065,17,-31.95879745
10/15/2008 9:05,1991,1990,A,London Area Airports,HEATHROW,CARDIFF WALES,300,0,300,189,189,0,58.73015976
10/15/2008 9:05,1991,1990,A,London Area Airports,HEATHROW,CARLISLE,116,0,116,0,0,0,
10/15/2008 9:05,1991,1990,A,London Area Airports,HEATHROW,DURHAM TEES VALLEY,173551,173477,74,196722,196661,61,-11.77855015
10/15/2008 9:05,1991,1990,A,London Area Airports,HEATHROW,EAST MIDLANDS INTERNATIONAL,66227,65900,327,88812,88534,278,-25.43012238
