rundate,this_period,last_period,grp_cd,grp_name,apt1_apt_name,apt2_apt_name,total_pax_tp,total_pax_shd_tp,total_pax_cht_tp,total_pax_lp,total_pax_shd_lp,total_pax_cht_lp,total_pax_pc
9/23/2008 12:41,1996,1995,A,London Area Airports,GATWICK,ABERDEEN,174820,174820,0,162630,162478,152,7.495542049
9/23/2008 12:41,1996,1995,A,London Area Airports,GATWICK,BELFAST CITY (GEORGE BEST),224046,224046,0,224700,224626,74,-0.291054726
9/23/2008 12:41,1996,1995,A,London Area Airports,GATWICK,BELFAST INTERNATIONAL,892,692,200,2647,2181,466,-66.30147552
9/23/2008 12:41,1996,1995,A,London Area Airports,GATWICK,BIRMINGHAM,74,0,74,74,0,74,0
9/23/2008 12:41,1996,1995,A,London Area Airports,GATWICK,BOURNEMOUTH,21,0,21,249,0,249,-91.56626129
9/23/2008 12:41,1996,1995,A,London Area Airports,GATWICK,CARDIFF WALES,1,0,1,0,0,0,
9/23/2008 12:41,1996,1995,A,London Area Airports,GATWICK,COVENTRY,0,0,0,199,0,199,
9/23/2008 12:41,1996,1995,A,London Area Airports,GATWICK,DURHAM TEES VALLEY,0,0,0,234,0,234,
9/23/2008 12:41,1996,1995,A,London Area Airports,GATWICK,EAST MIDLANDS INTERNATIONAL,2485,2484,1,1192,966,226,108.4731522
9/23/2008 12:41,1996,1995,A,London Area Airports,GATWICK,EDINBURGH,312699,312332,367,221762,220622,1140,41.00657272
9/23/2008 12:41,1996,1995,A,London Area Airports,GATWICK,GLASGOW,254510,253801,709,224369,223809,560,13.43367386
9/23/2008 12:41,1996,1995,A,London Area Airports,GATWICK,GUERNSEY,214512,212672,1840,194289,192353,1936,10.40872097
9/23/2008 12:41,1996,1995,A,London Area Airports,GATWICK,INVERNESS,246,0,246,78,0,78,215.384613
9/23/2008 12:41,1996,1995,A,London Area Airports,GATWICK,JERSEY,349668,348965,703,295617,293318,2299,18.284132
9/23/2008 12:41,1996,1995,A,London Area Airports,GATWICK,LEEDS BRADFORD,41010,40822,188,26606,26346,260,54.13816452
9/23/2008 12:41,1996,1995,A,London Area Airports,GATWICK,LEUCHARS,0,0,0,30,0,30,
9/23/2008 12:41,1996,1995,A,London Area Airports,GATWICK,LIVERPOOL,2973,2809,164,59,0,59,4938.98291
9/23/2008 12:41,1996,1995,A,London Area Airports,GATWICK,LUTON,31,0,31,32,0,32,-3.125
9/23/2008 12:41,1996,1995,A,London Area Airports,GATWICK,MANCHESTER,374976,371448,3528,335703,332426,3277,11.69873333
9/23/2008 12:41,1996,1995,A,London Area Airports,GATWICK,NEWCASTLE,116945,116765,180,88903,88556,347,31.54224205
9/23/2008 12:41,1996,1995,A,London Area Airports,GATWICK,PRESTWICK,0,0,0,13,0,13,
9/23/2008 12:41,1996,1995,A,London Area Airports,GATWICK,STANSTED,0,0,0,4,0,4,
9/23/2008 12:41,1996,1995,A,London Area Airports,HEATHROW,ABERDEEN,515959,515879,80,511031,511031,0,0.96432507
9/23/2008 12:41,1996,1995,A,London Area Airports,HEATHROW,BELFAST INTERNATIONAL,1134658,1134658,0,1082996,1082943,53,4.770285606
9/23/2008 12:41,1996,1995,A,London Area Airports,HEATHROW,BIRMINGHAM,398,0,398,300,0,300,32.66666794
9/23/2008 12:41,1996,1995,A,London Area Airports,HEATHROW,BLACKPOOL,42,0,42,0,0,0,
9/23/2008 12:41,1996,1995,A,London Area Airports,HEATHROW,BOURNEMOUTH,400,0,400,0,0,0,
9/23/2008 12:41,1996,1995,A,London Area Airports,HEATHROW,BRISTOL,501,0,501,300,0,300,67
9/23/2008 12:41,1996,1995,A,London Area Airports,HEATHROW,CARDIFF WALES,399,0,399,99,0,99,303.030304
9/23/2008 12:41,1996,1995,A,London Area Airports,HEATHROW,DURHAM TEES VALLEY,188146,188146,0,186566,186566,0,0.846885264
9/23/2008 12:41,1996,1995,A,London Area Airports,HEATHROW,EAST MIDLANDS INTERNATIONAL,400,0,400,342,46,296,16.95906448
9/23/2008 12:41,1996,1995,A,London Area Airports,HEATHROW,EDINBURGH,1595321,1595321,0,1541421,1541420,1,3.496773481
9/23/2008 12:41,1996,1995,A,London Area Airports,HEATHROW,EXETER,100,0,100,400,0,400,-75
9/23/2008 12:41,1996,1995,A,London Area Airports,HEATHROW,FAIRFORD,200,0,200,200,0,200,0
9/23/2008 12:41,1996,1995,A,London Area Airports,HEATHROW,FARNBOROUGH,200,0,200,0,0,0,
9/23/2008 12:41,1996,1995,A,London Area Airports,HEATHROW,FILTON,0,0,0,300,0,300,
9/23/2008 12:41,1996,1995,A,London Area Airports,HEATHROW,GLASGOW,1516997,1516724,273,1511213,1511047,166,0.382738888
9/23/2008 12:41,1996,1995,A,London Area Airports,HEATHROW,GUERNSEY,98517,98517,0,93711,93667,44,5.128533363
9/23/2008 12:41,1996,1995,A,London Area Airports,HEATHROW,HUMBERSIDE,400,0,400,181,0,181,120.9944763
9/23/2008 12:41,1996,1995,A,London Area Airports,HEATHROW,INVERNESS,212025,212025,0,209274,209274,0,1.314544559
9/23/2008 12:41,1996,1995,A,London Area Airports,HEATHROW,ISLE OF MAN,121448,121448,0,117186,117186,0,3.636953115
9/23/2008 12:41,1996,1995,A,London Area Airports,HEATHROW,JERSEY,247129,246315,814,245519,245480,39,0.655753732
9/23/2008 12:41,1996,1995,A,London Area Airports,HEATHROW,KENT INTERNATIONAL,400,0,400,400,0,400,0
9/23/2008 12:41,1996,1995,A,London Area Airports,HEATHROW,KINROSS,0,0,0,94,0,94,
9/23/2008 12:41,1996,1995,A,London Area Airports,HEATHROW,LEEDS BRADFORD,194245,193546,699,193327,192727,600,0.474843144
9/23/2008 12:41,1996,1995,A,London Area Airports,HEATHROW,LEUCHARS,112,0,112,152,0,152,-26.31579018
