rundate,this_period,last_period,grp_cd,grp_name,apt1_apt_name,apt2_apt_name,total_pax_tp,total_pax_shd_tp,total_pax_cht_tp,total_pax_lp,total_pax_shd_lp,total_pax_cht_lp,total_pax_pc
10/8/2008 11:44,1995,1994,A,London Area Airports,GATWICK,ABERDEEN,162630,162478,152,204448,204448,0,-20.45410156
10/8/2008 11:44,1995,1994,A,London Area Airports,GATWICK,BELFAST CITY (GEORGE BEST),224700,224626,74,210809,210809,0,6.589376926
10/8/2008 11:44,1995,1994,A,London Area Airports,GATWICK,BELFAST INTERNATIONAL,2647,2181,466,316,0,316,737.6582031
10/8/2008 11:44,1995,1994,A,London Area Airports,GATWICK,BIRMINGHAM,74,0,74,239,0,239,-69.03765869
10/8/2008 11:44,1995,1994,A,London Area Airports,GATWICK,BOURNEMOUTH,249,0,249,77,0,77,223.3766174
10/8/2008 11:44,1995,1994,A,London Area Airports,GATWICK,CARDIFF WALES,0,0,0,16,0,16,
10/8/2008 11:44,1995,1994,A,London Area Airports,GATWICK,COVENTRY,199,0,199,0,0,0,
10/8/2008 11:44,1995,1994,A,London Area Airports,GATWICK,DURHAM TEES VALLEY,234,0,234,162,25,137,44.44444275
10/8/2008 11:44,1995,1994,A,London Area Airports,GATWICK,EAST MIDLANDS INTERNATIONAL,1192,966,226,194,0,194,514.4329834
10/8/2008 11:44,1995,1994,A,London Area Airports,GATWICK,EDINBURGH,221762,220622,1140,202955,202018,937,9.266586304
10/8/2008 11:44,1995,1994,A,London Area Airports,GATWICK,EXETER,0,0,0,2,0,2,
10/8/2008 11:44,1995,1994,A,London Area Airports,GATWICK,FILTON,0,0,0,5,0,5,
10/8/2008 11:44,1995,1994,A,London Area Airports,GATWICK,GLASGOW,224369,223809,560,190918,189809,1109,17.52113533
10/8/2008 11:44,1995,1994,A,London Area Airports,GATWICK,GUERNSEY,194289,192353,1936,189573,189436,137,2.487695932
10/8/2008 11:44,1995,1994,A,London Area Airports,GATWICK,HEATHROW,0,0,0,3,0,3,
10/8/2008 11:44,1995,1994,A,London Area Airports,GATWICK,INVERNESS,78,0,78,0,0,0,
10/8/2008 11:44,1995,1994,A,London Area Airports,GATWICK,JERSEY,295617,293318,2299,276009,267581,8428,7.104115963
10/8/2008 11:44,1995,1994,A,London Area Airports,GATWICK,LEEDS BRADFORD,26606,26346,260,22824,22628,196,16.57027626
10/8/2008 11:44,1995,1994,A,London Area Airports,GATWICK,LEUCHARS,30,0,30,0,0,0,
10/8/2008 11:44,1995,1994,A,London Area Airports,GATWICK,LIVERPOOL,59,0,59,125,0,125,-52.79999924
10/8/2008 11:44,1995,1994,A,London Area Airports,GATWICK,LUTON,32,0,32,14,0,14,128.5714264
10/8/2008 11:44,1995,1994,A,London Area Airports,GATWICK,MANCHESTER,335703,332426,3277,254769,252733,2036,31.76760101
10/8/2008 11:44,1995,1994,A,London Area Airports,GATWICK,NEWCASTLE,88903,88556,347,74777,74541,236,18.89083481
10/8/2008 11:44,1995,1994,A,London Area Airports,GATWICK,PRESTWICK,13,0,13,0,0,0,
10/8/2008 11:44,1995,1994,A,London Area Airports,GATWICK,STANSTED,4,0,4,0,0,0,
10/8/2008 11:44,1995,1994,A,London Area Airports,HEATHROW,ABERDEEN,511031,511031,0,481625,481625,0,6.105579853
10/8/2008 11:44,1995,1994,A,London Area Airports,HEATHROW,BELFAST CITY (GEORGE BEST),0,0,0,82089,82065,24,
10/8/2008 11:44,1995,1994,A,London Area Airports,HEATHROW,BELFAST INTERNATIONAL,1082996,1082943,53,1068643,1068469,174,1.343105197
10/8/2008 11:44,1995,1994,A,London Area Airports,HEATHROW,BIRMINGHAM,300,0,300,600,0,600,-50
10/8/2008 11:44,1995,1994,A,London Area Airports,HEATHROW,BRISTOL,300,0,300,519,19,500,-42.1965332
