rundate,this_period,last_period,grp_name,apt1_apt_name,apt2_apt_name,total_pax_tp,total_pax_shd_tp,total_pax_cht_tp,total_pax_lp,total_pax_shd_lp,total_pax_cht_lp,total_pax_pc
30/03/06 13:43,2005,2004,Other UK Airports,BELFAST INTERNATIONAL,DURHAM TEES VALLEY,6598,6598,0,32000,32000,0,-79.38124847
30/03/06 13:43,2005,2004,Other UK Airports,BELFAST INTERNATIONAL,EDINBURGH,326040,325847,193,315011,315011,0,3.501147509
30/03/06 13:43,2005,2004,Other UK Airports,BELFAST INTERNATIONAL,GLASGOW,333294,333250,44,313777,313745,32,6.220022678
30/03/06 13:43,2005,2004,Other UK Airports,BELFAST INTERNATIONAL,INVERNESS,29228,29202,26,0,0,0,
30/03/06 13:43,2005,2004,Other UK Airports,BELFAST INTERNATIONAL,JERSEY,1435,0,1435,1451,0,1451,-1.102687836
30/03/06 13:43,2005,2004,Other UK Airports,BELFAST INTERNATIONAL,KENT INTERNATIONAL,4563,4563,0,0,0,0,
30/03/06 13:43,2005,2004,Other UK Airports,BELFAST INTERNATIONAL,LEEDS BRADFORD,96055,96055,0,94412,94304,108,1.740244865
30/03/06 13:43,2005,2004,Other UK Airports,BELFAST INTERNATIONAL,LIVERPOOL,524805,524805,0,551655,551655,0,-4.867172241
30/03/06 13:43,2005,2004,Other UK Airports,BELFAST INTERNATIONAL,MANCHESTER,173329,173329,0,152233,152233,0,13.85770512
30/03/06 13:43,2005,2004,Other UK Airports,BELFAST INTERNATIONAL,NEWCASTLE,199277,199251,26,151333,151333,0,31.68112755
30/03/06 13:43,2005,2004,Other UK Airports,BELFAST INTERNATIONAL,NEWQUAY,11,0,11,0,0,0,
30/03/06 13:43,2005,2004,Other UK Airports,BELFAST INTERNATIONAL,NORTHOLT,9,0,9,0,0,0,
30/03/06 13:43,2005,2004,Other UK Airports,BELFAST INTERNATIONAL,NOTTINGHAM EAST MIDLANDS INT'L,165297,165205,92,172264,172264,0,-4.044373989
30/03/06 13:43,2005,2004,Other UK Airports,BELFAST INTERNATIONAL,PRESTWICK,20,0,20,0,0,0,
30/03/06 13:43,2005,2004,Other UK Airports,BELFAST INTERNATIONAL,SOUTHAMPTON,0,0,0,119,0,119,
30/03/06 13:43,2005,2004,Other UK Airports,BEMBRIDGE,SOUTHAMPTON,0,0,0,7,0,7,
30/03/06 13:43,2005,2004,Other UK Airports,BENBECULA,GLASGOW,20986,20986,0,18787,18787,0,11.70490265
30/03/06 13:43,2005,2004,Other UK Airports,BENBECULA,STORNOWAY,9011,9011,0,8846,8846,0,1.865249872
30/03/06 13:43,2005,2004,Other UK Airports,BIGGIN HILL,CARDIFF WALES,0,0,0,28,0,28,
30/03/06 13:43,2005,2004,Other UK Airports,BIGGIN HILL,EDINBURGH,17,17,0,0,0,0,
30/03/06 13:43,2005,2004,Other UK Airports,BIGGIN HILL,JERSEY,24,24,0,0,0,0,
30/03/06 13:43,2005,2004,Other UK Airports,BIGGIN HILL,LYDD,29,0,29,0,0,0,
30/03/06 13:43,2005,2004,Other UK Airports,BIRMINGHAM,BRISTOL,106,0,106,0,0,0,
30/03/06 13:43,2005,2004,Other UK Airports,BIRMINGHAM,CITY OF DERRY (EGLINTON),9172,9172,0,9925,9925,0,-7.586901665
30/03/06 13:43,2005,2004,Other UK Airports,BIRMINGHAM,EDINBURGH,471139,470333,806,384295,384082,213,22.59826469
30/03/06 13:43,2005,2004,Other UK Airports,BIRMINGHAM,GLASGOW,324281,323492,789,345123,344736,387,-6.039006233
30/03/06 13:43,2005,2004,Other UK Airports,BIRMINGHAM,GUERNSEY,50831,50705,126,52576,52576,0,-3.319004774
30/03/06 13:43,2005,2004,Other UK Airports,BIRMINGHAM,INVERNESS,15309,15309,0,12652,12652,0,21.00063324
30/03/06 13:43,2005,2004,Other UK Airports,BIRMINGHAM,ISLE OF MAN,63923,63923,0,60895,60895,0,4.972493649
30/03/06 13:43,2005,2004,Other UK Airports,BIRMINGHAM,JERSEY,58320,56766,1554,60329,56891,3438,-3.330073357
30/03/06 13:43,2005,2004,Other UK Airports,BIRMINGHAM,KINLOSS,101,0,101,220,0,220,-54.09090805
30/03/06 13:43,2005,2004,Other UK Airports,BIRMINGHAM,NEWCASTLE,25333,24893,440,24348,24348,0,4.045506954
30/03/06 13:43,2005,2004,Other UK Airports,BIRMINGHAM,NEWQUAY,21770,21770,0,0,0,0,
30/03/06 13:43,2005,2004,Other UK Airports,BLACKPOOL,BOURNEMOUTH,0,0,0,296,0,296,
30/03/06 13:43,2005,2004,Other UK Airports,BLACKPOOL,CARDIFF WALES,592,0,592,716,0,716,-17.31843567
30/03/06 13:43,2005,2004,Other UK Airports,BLACKPOOL,CITY OF DERRY (EGLINTON),46,0,46,0,0,0,
30/03/06 13:43,2005,2004,Other UK Airports,BLACKPOOL,GLASGOW,0,0,0,3,0,3,
30/03/06 13:43,2005,2004,Other UK Airports,BLACKPOOL,ISLE OF MAN,6281,6281,0,0,0,0,
30/03/06 13:43,2005,2004,Other UK Airports,BLACKPOOL,JERSEY,153,0,153,703,0,703,-78.23612976
30/03/06 13:43,2005,2004,Other UK Airports,BOURNEMOUTH,GUERNSEY,130,130,0,10446,10446,0,-98.75550079
30/03/06 13:43,2005,2004,Other UK Airports,BOURNEMOUTH,INVERNESS,246,0,246,0,0,0,
30/03/06 13:43,2005,2004,Other UK Airports,BOURNEMOUTH,ISLE OF MAN,492,0,492,0,0,0,
30/03/06 13:43,2005,2004,Other UK Airports,BOURNEMOUTH,JERSEY,3407,136,3271,13316,10869,2447,-74.41423798
30/03/06 13:43,2005,2004,Other UK Airports,BOURNEMOUTH,LIVERPOOL,34,0,34,227,0,227,-85.02202606
30/03/06 13:43,2005,2004,Other UK Airports,BOURNEMOUTH,PLOCKTON,0,0,0,352,0,352,
30/03/06 13:43,2005,2004,Other UK Airports,BOURNEMOUTH,PRESTWICK,97539,97539,0,100360,100360,0,-2.810880899
30/03/06 13:43,2005,2004,Other UK Airports,BRISTOL,CARDIFF WALES,109,109,0,0,0,0,
30/03/06 13:43,2005,2004,Other UK Airports,BRISTOL,DURHAM TEES VALLEY,1625,1625,0,0,0,0,
30/03/06 13:43,2005,2004,Other UK Airports,BRISTOL,EDINBURGH,329745,329745,0,326066,325919,147,1.128299236
30/03/06 13:43,2005,2004,Other UK Airports,BRISTOL,GLASGOW,299271,299271,0,308804,307771,1033,-3.087071419
30/03/06 13:43,2005,2004,Other UK Airports,BRISTOL,GUERNSEY,28252,28252,0,31947,31947,0,-11.56603146
30/03/06 13:43,2005,2004,Other UK Airports,BRISTOL,INVERNESS,41298,41298,0,0,0,0,
30/03/06 13:43,2005,2004,Other UK Airports,BRISTOL,ISLE OF MAN,13070,12999,71,9272,9272,0,40.96203613
30/03/06 13:43,2005,2004,Other UK Airports,BRISTOL,ISLES OF SCILLY (ST.MARYS),4638,4638,0,4579,4579,0,1.288490891
30/03/06 13:43,2005,2004,Other UK Airports,BRISTOL,JERSEY,34031,34031,0,49028,49028,0,-30.58864403
30/03/06 13:43,2005,2004,Other UK Airports,BRISTOL,LEEDS BRADFORD,26393,26385,8,0,0,0,
30/03/06 13:43,2005,2004,Other UK Airports,BRISTOL,MANCHESTER,44520,44272,248,36644,35514,1130,21.49328613
30/03/06 13:43,2005,2004,Other UK Airports,BRISTOL,NEWCASTLE,252970,252957,13,241785,241785,0,4.626010895
30/03/06 13:43,2005,2004,Other UK Airports,BRISTOL,NEWQUAY,11052,11052,0,0,0,0,
30/03/06 13:43,2005,2004,Other UK Airports,BRISTOL,NORWICH,0,0,0,359,0,359,
30/03/06 13:43,2005,2004,Other UK Airports,BRISTOL,NOTTINGHAM EAST MIDLANDS INT'L,0,0,0,116,0,116,
30/03/06 13:43,2005,2004,Other UK Airports,BRISTOL,PLYMOUTH,12951,12951,0,10413,10413,0,24.37337875
30/03/06 13:43,2005,2004,Other UK Airports,CAMBRIDGE,JERSEY,41,0,41,0,0,0,
30/03/06 13:43,2005,2004,Other UK Airports,CAMBRIDGE,PRESTWICK,4,0,4,0,0,0,
30/03/06 13:43,2005,2004,Other UK Airports,CAMPBELTOWN,GLASGOW,8736,8736,0,8337,8337,0,4.785894394
30/03/06 13:43,2005,2004,Other UK Airports,CAMPBELTOWN,ISLAY,45,45,0,45,45,0,0
30/03/06 13:43,2005,2004,Other UK Airports,CARDIFF WALES,DURHAM TEES VALLEY,0,0,0,4499,0,4499,
30/03/06 13:43,2005,2004,Other UK Airports,CARDIFF WALES,EDINBURGH,159513,152806,6707,151684,150511,1173,5.16138792
30/03/06 13:43,2005,2004,Other UK Airports,CARDIFF WALES,FAIRFORD,0,0,0,65,0,65,
30/03/06 13:43,2005,2004,Other UK Airports,CARDIFF WALES,GLASGOW,84,0,84,58,0,58,44.82758713
30/03/06 13:43,2005,2004,Other UK Airports,CARDIFF WALES,JERSEY,17300,17184,116,17553,17553,0,-1.44134903
30/03/06 13:43,2005,2004,Other UK Airports,CARDIFF WALES,LIVERPOOL,6382,6288,94,2132,1782,350,199.343338
30/03/06 13:43,2005,2004,Other UK Airports,CARDIFF WALES,MANCHESTER,687,0,687,2360,0,2360,-70.88983154
30/03/06 13:43,2005,2004,Other UK Airports,CARDIFF WALES,NEWCASTLE,25375,20921,4454,19007,19007,0,33.50344467
30/03/06 13:43,2005,2004,Other UK Airports,CARDIFF WALES,NORWICH,645,564,81,201,201,0,220.8955231
30/03/06 13:43,2005,2004,Other UK Airports,CARDIFF WALES,PLYMOUTH,2727,2727,0,1906,1906,0,43.07450104
