rundate,this_period,last_period,grp_cd,grp_name,apt1_apt_name,apt2_apt_name,total_pax_tp,total_pax_shd_tp,total_pax_cht_tp,total_pax_lp,total_pax_shd_lp,total_pax_cht_lp,total_pax_pc
15/04/2011 10:12,2010,2009,A,London Area Airports,GATWICK,ABERDEEN,129948,129744,204,135545,135543,2,-4.129255772
15/04/2011 10:12,2010,2009,A,London Area Airports,GATWICK,BELFAST CITY (GEORGE BEST),218943,218943,0,215485,215485,0,1.604752064
15/04/2011 10:12,2010,2009,A,London Area Airports,GATWICK,BELFAST INTERNATIONAL,296802,296466,336,309976,309922,54,-4.250006676
15/04/2011 10:12,2010,2009,A,London Area Airports,GATWICK,BIRMINGHAM,0,0,0,1,0,1,
15/04/2011 10:12,2010,2009,A,London Area Airports,GATWICK,BLACKPOOL,217,0,217,36,0,36,502.777771
15/04/2011 10:12,2010,2009,A,London Area Airports,GATWICK,CARDIFF WALES,0,0,0,219,0,219,
15/04/2011 10:12,2010,2009,A,London Area Airports,GATWICK,DONCASTER SHEFFIELD,0,0,0,40,0,40,
15/04/2011 10:12,2010,2009,A,London Area Airports,GATWICK,DURHAM TEES VALLEY,0,0,0,84,0,84,
15/04/2011 10:12,2010,2009,A,London Area Airports,GATWICK,EAST MIDLANDS INTERNATIONAL,149,0,149,0,0,0,
15/04/2011 10:12,2010,2009,A,London Area Airports,GATWICK,EDINBURGH,604073,604001,72,647908,647908,0,-6.765621185
15/04/2011 10:12,2010,2009,A,London Area Airports,GATWICK,GLASGOW,488774,488704,70,514660,514660,0,-5.029728413
15/04/2011 10:12,2010,2009,A,London Area Airports,GATWICK,GUERNSEY,335937,335937,0,341656,341656,0,-1.673905969
15/04/2011 10:12,2010,2009,A,London Area Airports,GATWICK,HUMBERSIDE,86,0,86,0,0,0,
15/04/2011 10:12,2010,2009,A,London Area Airports,GATWICK,INVERNESS,206837,206837,0,224872,224792,80,-8.02011776
15/04/2011 10:12,2010,2009,A,London Area Airports,GATWICK,ISLE OF MAN,122159,122159,0,126462,126348,114,-3.402603149
15/04/2011 10:12,2010,2009,A,London Area Airports,GATWICK,JERSEY,534303,534133,170,555971,555906,65,-3.897325516
15/04/2011 10:12,2010,2009,A,London Area Airports,GATWICK,LEEDS BRADFORD,50617,50617,0,30431,30431,0,66.33367157
15/04/2011 10:12,2010,2009,A,London Area Airports,GATWICK,LIVERPOOL (JOHN LENNON),40,0,40,40,0,40,0
15/04/2011 10:12,2010,2009,A,London Area Airports,GATWICK,MANCHESTER,246842,246522,320,288191,287665,526,-14.34777641
15/04/2011 10:12,2010,2009,A,London Area Airports,GATWICK,NEWCASTLE,97385,97345,40,110583,110429,154,-11.93492699
15/04/2011 10:12,2010,2009,A,London Area Airports,GATWICK,NEWQUAY,105968,105968,0,100918,100918,0,5.004062653
15/04/2011 10:12,2010,2009,A,London Area Airports,GATWICK,PLYMOUTH,55816,55816,0,57516,57516,0,-2.955699205
15/04/2011 10:12,2010,2009,A,London Area Airports,HEATHROW,ABERDEEN,617693,617693,0,641294,641294,0,-3.680215359
15/04/2011 10:12,2010,2009,A,London Area Airports,HEATHROW,BELFAST CITY (GEORGE BEST),467826,467826,0,522676,522676,0,-10.49407291
15/04/2011 10:12,2010,2009,A,London Area Airports,HEATHROW,BELFAST INTERNATIONAL,284029,284029,0,266819,266819,0,6.450065613
15/04/2011 10:12,2010,2009,A,London Area Airports,HEATHROW,CITY OF DERRY (EGLINTON),0,0,0,262,0,262,
15/04/2011 10:12,2010,2009,A,London Area Airports,HEATHROW,DURHAM TEES VALLEY,0,0,0,13852,13852,0,
15/04/2011 10:12,2010,2009,A,London Area Airports,HEATHROW,EDINBURGH,1244793,1244787,6,1306065,1305830,235,-4.691343784
15/04/2011 10:12,2010,2009,A,London Area Airports,HEATHROW,GLASGOW,1003344,1003344,0,1079970,1079970,0,-7.095197201
15/04/2011 10:12,2010,2009,A,London Area Airports,HEATHROW,JERSEY,0,0,0,18519,18519,0,
15/04/2011 10:12,2010,2009,A,London Area Airports,HEATHROW,LEEDS BRADFORD,152,0,152,21160,21160,0,-99.28166199
15/04/2011 10:12,2010,2009,A,London Area Airports,HEATHROW,LIVERPOOL (JOHN LENNON),30,0,30,368,0,368,-91.8478241
15/04/2011 10:12,2010,2009,A,London Area Airports,HEATHROW,MANCHESTER,799264,799264,0,908723,908723,0,-12.04536438
15/04/2011 10:12,2010,2009,A,London Area Airports,HEATHROW,NEWCASTLE,424251,424251,0,475432,475432,0,-10.76515675
15/04/2011 10:12,2010,2009,A,London Area Airports,LONDON CITY,DUNDEE,40480,40480,0,41297,41297,0,-1.978351951
15/04/2011 10:12,2010,2009,A,London Area Airports,LONDON CITY,EDINBURGH,334709,334661,48,326553,326553,0,2.497603655
15/04/2011 10:12,2010,2009,A,London Area Airports,LONDON CITY,GLASGOW,111050,111050,0,114920,114920,0,-3.367560148
