rundate,this_period,last_period,airport_group,apt1_apt_name,apt2_apt_name,total_pax_tp,total_pax_scheduled_2001,total_pax_charter_2001,total_pax_2000,total_pax_scheduled_2000,total_pax_charter_2000,total_pax_percent_change
25/04/2002 12:53,2001,2000,Other UK Airports,GLASGOW,NEWCASTLE,573,0,573,212,0,212,170.28302
25/04/2002 12:53,2001,2000,Other UK Airports,GLASGOW,NORTHOLT,4,0,4,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,GLASGOW,NORWICH,37,0,37,1885,1885,0,-98.03713226
25/04/2002 12:53,2001,2000,Other UK Airports,GLASGOW,PLYMOUTH,6434,6434,0,15102,15102,0,-57.39636993
25/04/2002 12:53,2001,2000,Other UK Airports,GLASGOW,SCATSTA,88,0,88,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,GLASGOW,SOUTHAMPTON,71183,70725,458,74412,74109,303,-4.339354038
25/04/2002 12:53,2001,2000,Other UK Airports,GLASGOW,STORNOWAY,47989,47932,57,49845,49845,0,-3.723542929
25/04/2002 12:53,2001,2000,Other UK Airports,GLASGOW,SUMBURGH,18164,16539,1625,28311,28311,0,-35.84119415
25/04/2002 12:53,2001,2000,Other UK Airports,GLASGOW,TIREE,5244,5244,0,4641,4641,0,12.9928894
25/04/2002 12:53,2001,2000,Other UK Airports,GLASGOW,WARTON,2,0,2,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,GLOUCESTERSHIRE,SOUTHAMPTON,32,0,32,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,GUERNSEY,ISLE OF MAN,566,0,566,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,GUERNSEY,JERSEY,160370,160370,0,158062,158062,0,1.460186481
25/04/2002 12:53,2001,2000,Other UK Airports,GUERNSEY,LEEDS BRADFORD,3226,3226,0,3639,3639,0,-11.34927177
25/04/2002 12:53,2001,2000,Other UK Airports,GUERNSEY,MANCHESTER,51802,51802,0,47117,45165,1952,9.943332672
25/04/2002 12:53,2001,2000,Other UK Airports,GUERNSEY,NEWCASTLE,917,917,0,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,GUERNSEY,NORWICH,800,800,0,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,GUERNSEY,PLYMOUTH,388,388,0,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,GUERNSEY,PRIVATE STRIPS/HELIPADS,10,0,10,6,0,6,66.66666412
25/04/2002 12:53,2001,2000,Other UK Airports,GUERNSEY,SOUTHAMPTON,122919,122919,0,133659,133659,0,-8.035373688
25/04/2002 12:53,2001,2000,Other UK Airports,HUMBERSIDE,JERSEY,3454,0,3454,3600,0,3600,-4.055555344
25/04/2002 12:53,2001,2000,Other UK Airports,HUMBERSIDE,LEUCHARS,117,0,117,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,HUMBERSIDE,MANCHESTER,177,0,177,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,HUMBERSIDE,NEWCASTLE,18,18,0,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,HUMBERSIDE,NORTHOLT,0,0,0,44,0,44,
25/04/2002 12:53,2001,2000,Other UK Airports,HUMBERSIDE,NORWICH,48,0,48,573,573,0,-91.62303925
25/04/2002 12:53,2001,2000,Other UK Airports,INVERNESS,ISLAY,0,0,0,33,0,33,
25/04/2002 12:53,2001,2000,Other UK Airports,INVERNESS,KIRKWALL,9764,9764,0,4822,4822,0,102.4885941
25/04/2002 12:53,2001,2000,Other UK Airports,INVERNESS,MANCHESTER,0,0,0,48,0,48,
25/04/2002 12:53,2001,2000,Other UK Airports,INVERNESS,NORTHOLT,130,0,130,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,INVERNESS,SOUTH MARSTON,54,0,54,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,INVERNESS,SOUTHAMPTON,0,0,0,32,0,32,
25/04/2002 12:53,2001,2000,Other UK Airports,INVERNESS,STORNOWAY,23818,23818,0,19860,19860,0,19.9295063
25/04/2002 12:53,2001,2000,Other UK Airports,INVERNESS,SUMBURGH,3894,3894,0,6724,6724,0,-42.08804321
25/04/2002 12:53,2001,2000,Other UK Airports,INVERNESS,TEESSIDE,46,0,46,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,INVERNESS,WARTON,32,0,32,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,INVERNESS,WICK,0,0,0,48,0,48,
25/04/2002 12:53,2001,2000,Other UK Airports,ISLE OF MAN,JERSEY,10918,10461,457,5708,5697,11,91.27540588
25/04/2002 12:53,2001,2000,Other UK Airports,ISLE OF MAN,LEEDS BRADFORD,11398,11398,0,11172,11172,0,2.02291441
25/04/2002 12:53,2001,2000,Other UK Airports,ISLE OF MAN,LIVERPOOL,198410,198388,22,215285,215128,157,-7.838446617
25/04/2002 12:53,2001,2000,Other UK Airports,ISLE OF MAN,LONDONDERRY,0,0,0,136,0,136,
25/04/2002 12:53,2001,2000,Other UK Airports,ISLE OF MAN,MANCHESTER,97332,97196,136,91261,91089,172,6.652348995
25/04/2002 12:53,2001,2000,Other UK Airports,ISLE OF MAN,NEWCASTLE,0,0,0,10,0,10,
25/04/2002 12:53,2001,2000,Other UK Airports,ISLE OF MAN,NORWICH,0,0,0,18,0,18,
25/04/2002 12:53,2001,2000,Other UK Airports,ISLE OF MAN,SOUTHAMPTON,3992,3992,0,4308,4308,0,-7.335190296
25/04/2002 12:53,2001,2000,Other UK Airports,ISLE OF MAN,SUMBURGH,180,0,180,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,ISLE OF MAN,WEST FREUGH,0,0,0,73,0,73,
25/04/2002 12:53,2001,2000,Other UK Airports,JERSEY,JERSEY,91,91,0,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,JERSEY,LEEDS BRADFORD,29993,28339,1654,24692,24684,8,21.46849251
25/04/2002 12:53,2001,2000,Other UK Airports,JERSEY,LIVERPOOL,6945,2831,4114,3145,3144,1,120.8267059
25/04/2002 12:53,2001,2000,Other UK Airports,JERSEY,LONDONDERRY,480,196,284,489,0,489,-1.840490818
25/04/2002 12:53,2001,2000,Other UK Airports,JERSEY,MANCHESTER,86698,73312,13386,96526,83272,13254,-10.1817131
25/04/2002 12:53,2001,2000,Other UK Airports,JERSEY,NEWCASTLE,10726,3248,7478,9627,2595,7032,11.41580963
25/04/2002 12:53,2001,2000,Other UK Airports,JERSEY,NORTHOLT,0,0,0,10,0,10,
25/04/2002 12:53,2001,2000,Other UK Airports,JERSEY,NORWICH,5664,899,4765,4234,0,4234,33.77420807
25/04/2002 12:53,2001,2000,Other UK Airports,JERSEY,PLYMOUTH,9444,9444,0,6266,6230,36,50.71816254
25/04/2002 12:53,2001,2000,Other UK Airports,JERSEY,PRESTWICK,1310,0,1310,1182,0,1182,10.82910347
25/04/2002 12:53,2001,2000,Other UK Airports,JERSEY,SHEFFIELD CITY,908,0,908,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,JERSEY,SOUTHAMPTON,153455,151877,1578,157784,153836,3948,-2.74362421
25/04/2002 12:53,2001,2000,Other UK Airports,JERSEY,TEESSIDE,7324,7324,0,6805,6638,167,7.626745224
25/04/2002 12:53,2001,2000,Other UK Airports,KIRKWALL,MANCHESTER,104,0,104,65,0,65,60
25/04/2002 12:53,2001,2000,Other UK Airports,KIRKWALL,NORTH RONALDSAY,3884,3884,0,3832,3832,0,1.356993794
25/04/2002 12:53,2001,2000,Other UK Airports,KIRKWALL,PAPA WESTRAY,2489,2489,0,2223,2223,0,11.96581173
25/04/2002 12:53,2001,2000,Other UK Airports,KIRKWALL,SANDAY,2076,2076,0,1816,1816,0,14.31718063
25/04/2002 12:53,2001,2000,Other UK Airports,KIRKWALL,STRONSAY,2430,2430,0,2144,2144,0,13.33955193
25/04/2002 12:53,2001,2000,Other UK Airports,KIRKWALL,SUMBURGH,7243,7243,0,6200,6200,0,16.82258034
25/04/2002 12:53,2001,2000,Other UK Airports,KIRKWALL,WESTRAY,2081,2081,0,2038,2038,0,2.10991168
25/04/2002 12:53,2001,2000,Other UK Airports,KIRKWALL,WICK,4511,4511,0,2447,2447,0,84.34818268
25/04/2002 12:53,2001,2000,Other UK Airports,LEEDS BRADFORD,LEEDS BRADFORD,130,0,130,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,LEEDS BRADFORD,MANCHESTER,20,0,20,1,0,1,1900
25/04/2002 12:53,2001,2000,Other UK Airports,LEEDS BRADFORD,NEWCASTLE,0,0,0,6,0,6,
25/04/2002 12:53,2001,2000,Other UK Airports,LEEDS BRADFORD,NORTHOLT,142,0,142,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,LEEDS BRADFORD,NORWICH,0,0,0,33,0,33,
25/04/2002 12:53,2001,2000,Other UK Airports,LEEDS BRADFORD,SHEFFIELD CITY,32,0,32,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,LEEDS BRADFORD,SOUTHAMPTON,24558,24521,37,21706,21706,0,13.13922405
25/04/2002 12:53,2001,2000,Other UK Airports,LERWICK  (TINGWALL),UNST,26,26,0,46,46,0,-43.47826004
25/04/2002 12:53,2001,2000,Other UK Airports,LIVERPOOL,NEWCASTLE,0,0,0,37,0,37,
25/04/2002 12:53,2001,2000,Other UK Airports,LIVERPOOL,NORTHOLT,42,0,42,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,LIVERPOOL,SANDOWN,28,0,28,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,LIVERPOOL,SOUTHAMPTON,65,0,65,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,LONDONDERRY,MANCHESTER,15952,15952,0,13644,13599,45,16.91586113
25/04/2002 12:53,2001,2000,Other UK Airports,LYDD,NORTHOLT,29,0,29,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,MANCHESTER,NEWCASTLE,45,0,45,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,MANCHESTER,NEWQUAY,0,0,0,32,0,32,
25/04/2002 12:53,2001,2000,Other UK Airports,MANCHESTER,NORTHOLT,75,0,75,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,MANCHESTER,NORWICH,14358,14358,0,10348,10290,58,38.75144958
25/04/2002 12:53,2001,2000,Other UK Airports,MANCHESTER,ODIHAM,0,0,0,80,0,80,
25/04/2002 12:53,2001,2000,Other UK Airports,MANCHESTER,SCATSTA,3,0,3,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,MANCHESTER,SOUTHAMPTON,64944,64837,107,62821,62380,441,3.379443169
25/04/2002 12:53,2001,2000,Other UK Airports,NEWCASTLE,NORTHOLT,90,0,90,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,NEWCASTLE,PLYMOUTH,2706,2706,0,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,NEWCASTLE,SOUTHAMPTON,33392,33251,141,28967,28847,120,15.27600384
25/04/2002 12:53,2001,2000,Other UK Airports,NEWCASTLE,WICK,2112,2112,0,7685,7685,0,-72.51789093
25/04/2002 12:53,2001,2000,Other UK Airports,NORTHOLT,SHEFFIELD CITY,32,0,32,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,NORTHOLT,SOUTHAMPTON,50,0,50,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,NORTHOLT,TEESSIDE,10,0,10,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,NORTHOLT,WICK,16,0,16,41,0,41,-60.97560883
25/04/2002 12:53,2001,2000,Other UK Airports,SCATSTA,SCATSTA,0,0,0,95,0,95,
25/04/2002 12:53,2001,2000,Other UK Airports,SCATSTA,SUMBURGH,54,0,54,244,0,244,-77.86885071
25/04/2002 12:53,2001,2000,Other UK Airports,SCATSTA,WICK,0,0,0,34,0,34,
25/04/2002 12:53,2001,2000,Other UK Airports,SHEFFIELD CITY,WARTON,23,0,23,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,SOUTH MARSTON,WICK,34,0,34,72,0,72,-52.77777863
25/04/2002 12:53,2001,2000,Other UK Airports,SOUTHAMPTON,TEESSIDE,48,0,48,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,SOUTHAMPTON,WADDINGTON,50,0,50,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,SOUTHAMPTON,WARTON,333,0,333,0,0,0,
25/04/2002 12:53,2001,2000,Other UK Airports,SUMBURGH,UNST,238,238,0,1305,1305,0,-81.76245117
25/04/2002 12:53,2001,2000,Other UK Airports,SUMBURGH,WICK,1723,1723,0,252,252,0,583.7301636
