rundate,this_period,last_period,grp_name,apt1_apt_name,apt2_apt_name,total_pax_tp,total_pax_shd_tp,total_pax_cht_tp,total_pax_lp,total_pax_shd_lp,total_pax_cht_lp,total_pax_pc
28/02/2008 17:39,2007,2006,London Area Airports,GATWICK,ABERDEEN,214946,214946,0,216677,216677,0,-0.798884988
28/02/2008 17:39,2007,2006,London Area Airports,GATWICK,BELFAST CITY (GEORGE BEST),200801,200801,0,198079,197872,207,1.374199152
28/02/2008 17:39,2007,2006,London Area Airports,GATWICK,BELFAST INTERNATIONAL,383674,383658,16,362388,362205,183,5.873814583
28/02/2008 17:39,2007,2006,London Area Airports,GATWICK,BIRMINGHAM,50,0,50,59,59,0,-15.25423717
28/02/2008 17:39,2007,2006,London Area Airports,GATWICK,BLACKPOOL,0,0,0,46,0,46,
28/02/2008 17:39,2007,2006,London Area Airports,GATWICK,BOURNEMOUTH,0,0,0,17,0,17,
28/02/2008 17:39,2007,2006,London Area Airports,GATWICK,CARDIFF WALES,105,0,105,2,0,2,5150
28/02/2008 17:39,2007,2006,London Area Airports,GATWICK,DURHAM TEES VALLEY,1028,0,1028,42439,40503,1936,-97.57769775
28/02/2008 17:39,2007,2006,London Area Airports,GATWICK,EDINBURGH,748309,748230,79,754106,753746,360,-0.768724799
28/02/2008 17:39,2007,2006,London Area Airports,GATWICK,EXETER,9,0,9,0,0,0,
28/02/2008 17:39,2007,2006,London Area Airports,GATWICK,GLASGOW,570656,570655,1,433003,433003,0,31.79031181
28/02/2008 17:39,2007,2006,London Area Airports,GATWICK,GUERNSEY,342826,342826,0,352752,352752,0,-2.81387496
28/02/2008 17:39,2007,2006,London Area Airports,GATWICK,HUMBERSIDE,45,0,45,0,0,0,
28/02/2008 17:39,2007,2006,London Area Airports,GATWICK,INVERNESS,221550,221550,0,240771,240771,0,-7.983104229
28/02/2008 17:39,2007,2006,London Area Airports,GATWICK,ISLE OF MAN,144346,144346,0,117977,117843,134,22.35096741
28/02/2008 17:39,2007,2006,London Area Airports,GATWICK,JERSEY,525156,524247,909,538343,538343,0,-2.44955349
28/02/2008 17:39,2007,2006,London Area Airports,GATWICK,KIRKWALL,211,0,211,0,0,0,
28/02/2008 17:39,2007,2006,London Area Airports,GATWICK,LIVERPOOL,2399,0,2399,152,0,152,1478.289429
28/02/2008 17:39,2007,2006,London Area Airports,GATWICK,MANCHESTER,414350,413768,582,472942,471978,964,-12.388834
28/02/2008 17:39,2007,2006,London Area Airports,GATWICK,NEWCASTLE,109649,109609,40,216544,216470,74,-49.36410141
28/02/2008 17:39,2007,2006,London Area Airports,GATWICK,NEWQUAY,73927,73927,0,43124,43124,0,71.42890167
28/02/2008 17:39,2007,2006,London Area Airports,GATWICK,NOTTINGHAM EAST MIDLANDS INT'L,40,0,40,0,0,0,
28/02/2008 17:39,2007,2006,London Area Airports,GATWICK,PLYMOUTH,67780,67780,0,68742,68742,0,-1.39943552
28/02/2008 17:39,2007,2006,London Area Airports,GATWICK,SOUTHEND,20,0,20,0,0,0,
28/02/2008 17:39,2007,2006,London Area Airports,HEATHROW,ABERDEEN,658984,658984,0,673228,673228,0,-2.115776539
28/02/2008 17:39,2007,2006,London Area Airports,HEATHROW,BELFAST CITY (GEORGE BEST),626218,626218,0,665656,665656,0,-5.924681664
28/02/2008 17:39,2007,2006,London Area Airports,HEATHROW,BRIZE NORTON,0,0,0,8,0,8,
28/02/2008 17:39,2007,2006,London Area Airports,HEATHROW,CARDIFF WALES,0,0,0,33,0,33,
28/02/2008 17:39,2007,2006,London Area Airports,HEATHROW,DURHAM TEES VALLEY,88223,88223,0,110803,110803,0,-20.37850952
28/02/2008 17:39,2007,2006,London Area Airports,HEATHROW,EDINBURGH,1436598,1436516,82,1495042,1495034,8,-3.909187794
28/02/2008 17:39,2007,2006,London Area Airports,HEATHROW,GLASGOW,1207127,1207118,9,1284469,1284414,55,-6.02132082
28/02/2008 17:39,2007,2006,London Area Airports,HEATHROW,INVERNESS,53549,53549,0,50952,50940,12,5.096953869
28/02/2008 17:39,2007,2006,London Area Airports,HEATHROW,JERSEY,77574,77563,11,0,0,0,
28/02/2008 17:39,2007,2006,London Area Airports,HEATHROW,LEEDS BRADFORD,136952,136952,0,147992,147992,0,-7.459862709
28/02/2008 17:39,2007,2006,London Area Airports,HEATHROW,LIVERPOOL,66,0,66,0,0,0,
28/02/2008 17:39,2007,2006,London Area Airports,HEATHROW,LUTON,2,0,2,0,0,0,
