"apt1_apt_name","apt2_apt_name","total_pax_tp","apt1_id","apt2_id"
"1","GATWICK","ABERDEEN",21.6677,0,6
"2","GATWICK","BELFAST CITY",19.8079,0,9
"3","GATWICK","BELFAST INTERNATIONAL",36.2388,0,10
"4","GATWICK","BIRMINGHAM",0.0059,0,13
"5","GATWICK","BLACKPOOL",0.0046,0,14
"6","GATWICK","BOURNEMOUTH",0.0017,0,15
"7","GATWICK","BRISTOL",0,0,16
"8","GATWICK","CARDIFF WALES",2e-04,0,19
"9","GATWICK","DURHAM TEES VALLEY",4.2439,0,25
"10","GATWICK","EDINBURGH",75.4106,0,27
"11","GATWICK","GLASGOW",43.3003,0,32
"12","GATWICK","GUERNSEY",35.2752,0,33
"13","GATWICK","INVERNESS",24.0771,0,35
"14","GATWICK","ISLE OF MAN",11.7977,0,36
"15","GATWICK","JERSEY",53.8343,0,38
"16","GATWICK","LIVERPOOL",0.0152,0,45
"17","GATWICK","MANCHESTER",47.2942,0,47
"18","GATWICK","NEWCASTLE",21.6544,0,48
"19","GATWICK","NEWQUAY",4.3124,0,49
"20","GATWICK","PLYMOUTH",6.8742,0,57
"21","HEATHROW","ABERDEEN",67.3228,1,6
"22","HEATHROW","BELFAST CITY",66.5656,1,9
"23","HEATHROW","BRIZE NORTON",8e-04,1,58
"24","HEATHROW","CARDIFF WALES",0.0033,1,19
"25","HEATHROW","DURHAM TEES VALLEY",11.0803,1,25
"26","HEATHROW","EDINBURGH",149.5042,1,27
"27","HEATHROW","GLASGOW",128.4469,1,32
"28","HEATHROW","INVERNESS",5.0952,1,35
"29","HEATHROW","LEEDS BRADFORD",14.7992,1,42
"30","HEATHROW","LIVERPOOL",0,1,45
"31","HEATHROW","LUTON",0,1,3
"32","HEATHROW","MANCHESTER",108.6918,1,47
"33","HEATHROW","NEWCASTLE",47.8505,1,48
"34","HEATHROW","NOTTINGHAM EAST MIDLANDS INT'L",6e-04,1,51
"35","HEATHROW","PRESTWICK",0,1,59
"36","LONDON CITY","ABERDEEN",0,2,6
"37","LONDON CITY","BELFAST CITY",0,2,9
"38","LONDON CITY","BLACKPOOL",0,2,14
"39","LONDON CITY","BOURNEMOUTH",0,2,15
"40","LONDON CITY","BRISTOL",0,2,16
"41","LONDON CITY","CARDIFF WALES",0,2,19
"42","LONDON CITY","COVENTRY",0,2,21
"43","LONDON CITY","DUNDEE",5.0015,2,23
"44","LONDON CITY","DURHAM TEES VALLEY",0,2,25
"45","LONDON CITY","EDINBURGH",31.3934,2,27
"46","LONDON CITY","EXETER",0,2,28
"47","LONDON CITY","GLASGOW",0.0024,2,32
"48","LONDON CITY","GLOUCESTERSHIRE",0,2,60
"49","LONDON CITY","ISLE OF MAN",6.52,2,36
"50","LONDON CITY","JERSEY",1.6034,2,38
"51","LONDON CITY","LEEDS BRADFORD",0,2,42
"52","LONDON CITY","LIVERPOOL",4.7931,2,45
"53","LONDON CITY","LUTON",0,2,3
"54","LONDON CITY","MANCHESTER",11.331,2,47
"55","LONDON CITY","NEWCASTLE",1.4575,2,48
"56","LONDON CITY","NOTTINGHAM EAST MIDLANDS INT'L",0,2,51
"57","LONDON CITY","SANDOWN",0.0056,2,61
"58","LUTON","ABERDEEN",14.8741,3,6
"59","LUTON","BELFAST CITY",0,3,9
"60","LUTON","BELFAST INTERNATIONAL",36.6395,3,10
"61","LUTON","BLACKPOOL",0.0136,3,14
"62","LUTON","CARDIFF WALES",0.0071,3,19
"63","LUTON","DONCASTER SHEFFIELD",0.0023,3,22
"64","LUTON","DURHAM TEES VALLEY",0.0336,3,25
"65","LUTON","EDINBURGH",44.3996,3,27
"66","LUTON","EXETER",0.0071,3,28
"67","LUTON","GLASGOW",41.3876,3,32
"68","LUTON","GUERNSEY",0,3,33
"69","LUTON","HUMBERSIDE",0,3,34
"70","LUTON","INVERNESS",10.0492,3,35
"71","LUTON","ISLE OF MAN",5.5554,3,36
"72","LUTON","JERSEY",0.3707,3,38
"73","LUTON","KENT INTERNATIONAL",0,3,39
"74","LUTON","LEEDS BRADFORD",0.0014,3,42
"75","LUTON","LIVERPOOL",0.0154,3,45
"76","LUTON","MANCHESTER",0.0599,3,47
"77","LUTON","NEWCASTLE",0.0299,3,48
"78","LUTON","NEWQUAY",0.2623,3,49
"79","LUTON","NOTTINGHAM EAST MIDLANDS INT'L",0,3,51
"80","LUTON","PLYMOUTH",0.0092,3,57
"81","LUTON","PRESTWICK",0.0017,3,59
"82","LUTON","SUMBURGH",0,3,56
"83","SOUTHEND","CARDIFF WALES",0,4,19
"84","SOUTHEND","JERSEY",0.2913,4,38
"85","SOUTHEND","MANCHESTER",0.0067,4,47
"86","SOUTHEND","PLYMOUTH",0.0049,4,57
"87","STANSTED","BELFAST CITY",6.2001,5,9
"88","STANSTED","BELFAST INTERNATIONAL",37.3931,5,10
"89","STANSTED","BIGGIN HILL",8e-04,5,12
"90","STANSTED","BIRMINGHAM",0.0135,5,13
"91","STANSTED","BLACKPOOL",12.1716,5,14
"92","STANSTED","CARDIFF WALES",0.0992,5,19
"93","STANSTED","CITY OF DERRY (EGLINTON)",15.3785,5,20
"94","STANSTED","DONCASTER SHEFFIELD",0,5,22
"95","STANSTED","EDINBURGH",47.0164,5,27
"96","STANSTED","EXETER",0.0075,5,28
"97","STANSTED","GLASGOW",46.1556,5,32
"98","STANSTED","GUERNSEY",3.0846,5,33
"99","STANSTED","ISLE OF MAN",0.014,5,36
"100","STANSTED","JERSEY",1.9398,5,38
"101","STANSTED","LIVERPOOL",0.362,5,45
"102","STANSTED","MANCHESTER",10.3699,5,47
"103","STANSTED","NEWCASTLE",30.3682,5,48
"104","STANSTED","NEWQUAY",10.1585,5,49
"105","STANSTED","NOTTINGHAM EAST MIDLANDS INT'L",0,5,51
"106","STANSTED","PRESTWICK",46.9623,5,59
"107","STANSTED","SUMBURGH",0.0069,5,56
"108","STANSTED","WICK",0.0034,5,62
"109","ABERDEEN","BELFAST CITY",2.9916,6,9
"110","ABERDEEN","BELFAST INTERNATIONAL",0,6,10
"111","ABERDEEN","BIRMINGHAM",7.7948,6,13
"112","ABERDEEN","BLACKPOOL",0,6,14
"113","ABERDEEN","BRISTOL",2.8686,6,16
"114","ABERDEEN","CARDIFF WALES",0.1354,6,19
"115","ABERDEEN","DURHAM TEES VALLEY",3.371,6,25
"116","ABERDEEN","EDINBURGH",0.001,6,27
"117","ABERDEEN","EXETER",0.3337,6,28
"118","ABERDEEN","GLASGOW",0,6,32
"119","ABERDEEN","HUMBERSIDE",2.9607,6,34
"120","ABERDEEN","INVERNESS",0,6,35
"121","ABERDEEN","JERSEY",0.1545,6,38
"122","ABERDEEN","KIRKWALL",4.2228,6,40
"123","ABERDEEN","LEEDS BRADFORD",2.0895,6,42
"124","ABERDEEN","LIVERPOOL",1.7717,6,45
"125","ABERDEEN","LYNEHAM",5e-04,6,63
"126","ABERDEEN","MANCHESTER",13.4665,6,47
"127","ABERDEEN","NEWCASTLE",2.6707,6,48
"128","ABERDEEN","NEWQUAY",0,6,49
"129","ABERDEEN","NORWICH",6.8685,6,50
"130","ABERDEEN","NOTTINGHAM EAST MIDLANDS INT'L",2.2525,6,51
"131","ABERDEEN","SCATSTA",13.8439,6,64
"132","ABERDEEN","SOUTHAMPTON",3.3176,6,54
"133","ABERDEEN","STORNOWAY",0.5371,6,55
"134","ABERDEEN","SUMBURGH",6.8781,6,56
"135","ABERDEEN","WICK",1.2724,6,62
"136","ALDERNEY","GUERNSEY",2.8474,7,33
"137","ALDERNEY","JERSEY",0,7,38
"138","ALDERNEY","SOUTHAMPTON",2.7068,7,54
"139","BARRA","BENBECULA",0.1731,8,11
"140","BARRA","GLASGOW",0.8077,8,32
"141","BELFAST CITY","BIRMINGHAM",26.3934,9,13
"142","BELFAST CITY","BLACKPOOL",0.484,9,14
"143","BELFAST CITY","BRISTOL",2.4923,9,16
"144","BELFAST CITY","CARDIFF WALES",0.0024,9,19
"145","BELFAST CITY","DONCASTER SHEFFIELD",0.7259,9,22
"146","BELFAST CITY","EDINBURGH",10.8923,9,27
"147","BELFAST CITY","EXETER",3.8337,9,28
"148","BELFAST CITY","FARNBOROUGH",0,9,30
"149","BELFAST CITY","GLASGOW",11.6099,9,32
"150","BELFAST CITY","INVERNESS",0.0903,9,35
"151","BELFAST CITY","ISLE OF MAN",2.3644,9,36
"152","BELFAST CITY","JERSEY",0.6404,9,38
"153","BELFAST CITY","LEEDS BRADFORD",8.3741,9,42
"154","BELFAST CITY","LIVERPOOL",5.1424,9,45
"155","BELFAST CITY","MANCHESTER",24.3304,9,47
"156","BELFAST CITY","NEWCASTLE",2.7858,9,48
"157","BELFAST CITY","NORTHOLT",0,9,65
"158","BELFAST CITY","NORWICH",0.0708,9,50
"159","BELFAST CITY","PRESTWICK",0.0026,9,59
"160","BELFAST CITY","SOUTHAMPTON",9.7815,9,54
"161","BELFAST INTERNATIONAL","BIRMINGHAM",17.6141,10,13
"162","BELFAST INTERNATIONAL","BLACKPOOL",5.4392,10,14
"163","BELFAST INTERNATIONAL","BOURNEMOUTH",0.0052,10,15
"164","BELFAST INTERNATIONAL","BRISTOL",24.2941,10,16
"165","BELFAST INTERNATIONAL","CARDIFF WALES",6.3791,10,19
"166","BELFAST INTERNATIONAL","DURHAM TEES VALLEY",0,10,25
"167","BELFAST INTERNATIONAL","EDINBURGH",31.4353,10,27
"168","BELFAST INTERNATIONAL","EXETER",0.0053,10,28
"169","BELFAST INTERNATIONAL","GLASGOW",31.0003,10,32
"170","BELFAST INTERNATIONAL","INVERNESS",3.9801,10,35
"171","BELFAST INTERNATIONAL","ISLE OF MAN",0.4959,10,36
"172","BELFAST INTERNATIONAL","JERSEY",0.0889,10,38
"173","BELFAST INTERNATIONAL","KENT INTERNATIONAL",0,10,39
"174","BELFAST INTERNATIONAL","LEEDS BRADFORD",11.2134,10,42
"175","BELFAST INTERNATIONAL","LIVERPOOL",47.5256,10,45
"176","BELFAST INTERNATIONAL","MANCHESTER",17.9718,10,47
"177","BELFAST INTERNATIONAL","NEWCASTLE",23.0438,10,48
"178","BELFAST INTERNATIONAL","NEWQUAY",0,10,49
"179","BELFAST INTERNATIONAL","NORTHOLT",0,10,65
"180","BELFAST INTERNATIONAL","NOTTINGHAM EAST MIDLANDS INT'L",16.5989,10,51
"181","BELFAST INTERNATIONAL","PRESTWICK",0,10,59
"182","BENBECULA","GLASGOW",2.2582,11,32
"183","BENBECULA","INVERNESS",0.1071,11,35
"184","BENBECULA","STORNOWAY",0.8698,11,55
"185","BIGGIN HILL","EDINBURGH",0,12,27
"186","BIGGIN HILL","JERSEY",0,12,38
"187","BIGGIN HILL","LYDD",0,12,46
"188","BIRMINGHAM","BRISTOL",0,13,16
"189","BIRMINGHAM","CITY OF DERRY (EGLINTON)",0,13,20
"190","BIRMINGHAM","EDINBURGH",49.5309,13,27
"191","BIRMINGHAM","GLASGOW",32.647,13,32
"192","BIRMINGHAM","GUERNSEY",4.7127,13,33
"193","BIRMINGHAM","INVERNESS",1.8216,13,35
"194","BIRMINGHAM","ISLE OF MAN",5.6072,13,36
"195","BIRMINGHAM","JERSEY",3.793,13,38
"196","BIRMINGHAM","KINLOSS",0.0109,13,66
"197","BIRMINGHAM","NEWCASTLE",2.5189,13,48
"198","BIRMINGHAM","NEWQUAY",0,13,49
"199","BIRMINGHAM","SOUTHAMPTON",0.004,13,54
"200","BLACKPOOL","CARDIFF WALES",0,14,19
"201","BLACKPOOL","CITY OF DERRY (EGLINTON)",0,14,20
"202","BLACKPOOL","ISLE OF MAN",1.7134,14,36
"203","BLACKPOOL","JERSEY",0.0105,14,38
"204","BLACKPOOL","SOUTH MARSTON",0.0023,14,53
"205","BOURNEMOUTH","GUERNSEY",0.0231,15,33
"206","BOURNEMOUTH","INVERNESS",0,15,35
"207","BOURNEMOUTH","ISLE OF MAN",0.0258,15,36
"208","BOURNEMOUTH","JERSEY",0.2459,15,38
"209","BOURNEMOUTH","LIVERPOOL",0.0078,15,45
"210","BOURNEMOUTH","PRESTWICK",9.3294,15,59
"211","BRISTOL","CARDIFF WALES",0,16,19
"212","BRISTOL","DUNDEE",2e-04,16,23
"213","BRISTOL","DURHAM TEES VALLEY",0.3288,16,25
"214","BRISTOL","EDINBURGH",31.8169,16,27
"215","BRISTOL","GLASGOW",27.987,16,32
"216","BRISTOL","GUERNSEY",2.8783,16,33
"217","BRISTOL","INVERNESS",8.2487,16,35
"218","BRISTOL","ISLE OF MAN",1.1577,16,36
"219","BRISTOL","ISLES OF SCILLY (ST.MARYS)",0.4673,16,37
"220","BRISTOL","JERSEY",4.2418,16,38
"221","BRISTOL","LEEDS BRADFORD",3.3449,16,42
"222","BRISTOL","MANCHESTER",3.3006,16,47
"223","BRISTOL","NEWCASTLE",24.6253,16,48
"224","BRISTOL","NEWQUAY",0.8619,16,49
"225","BRISTOL","NORWICH",1.3043,16,50
"226","BRISTOL","PLYMOUTH",0.7951,16,57
"227","BRISTOL","PRESTWICK",0.0022,16,59
"228","BRISTOL","WICK",7e-04,16,62
"229","CAMBRIDGE","JERSEY",0,17,38
"230","CAMBRIDGE","PRESTWICK",0,17,59
"231","CAMPBELTOWN","GLASGOW",0.8773,18,32
"232","CAMPBELTOWN","ISLAY",0.0132,18,67
"233","CARDIFF WALES","EDINBURGH",15.6332,19,27
"234","CARDIFF WALES","GLASGOW",8.246,19,32
"235","CARDIFF WALES","JERSEY",1.617,19,38
"236","CARDIFF WALES","LIVERPOOL",0.0371,19,45
"237","CARDIFF WALES","MANCHESTER",1.2757,19,47
"238","CARDIFF WALES","NEWCASTLE",1.9219,19,48
"239","CARDIFF WALES","NEWQUAY",0.8095,19,49
"240","CARDIFF WALES","NORWICH",0.0097,19,50
"241","CARDIFF WALES","PLYMOUTH",0.019,19,57
"242","CARDIFF WALES","PRESTWICK",0.4873,19,59
"243","CITY OF DERRY (EGLINTON)","EDINBURGH",0.0102,20,27
"244","CITY OF DERRY (EGLINTON)","GLASGOW",1.5858,20,32
"245","CITY OF DERRY (EGLINTON)","LIVERPOOL",6.9533,20,45
"246","CITY OF DERRY (EGLINTON)","MANCHESTER",0.0287,20,47
"247","CITY OF DERRY (EGLINTON)","NOTTINGHAM EAST MIDLANDS INT'L",5.1008,20,51
"248","CITY OF DERRY (EGLINTON)","PRESTWICK",0.2783,20,59
"249","CITY OF DERRY (EGLINTON)","STORNOWAY",0.0095,20,55
"250","COVENTRY","DONCASTER SHEFFIELD",0.013,21,22
"251","COVENTRY","DURHAM TEES VALLEY",0,21,25
"252","COVENTRY","GUERNSEY",0.0153,21,33
"253","COVENTRY","ISLE OF MAN",0.0279,21,36
"254","COVENTRY","JERSEY",6.0071,21,38
"255","COVENTRY","KIRKWALL",0.005,21,40
"256","COVENTRY","NEWCASTLE",0.0132,21,48
"257","DONCASTER SHEFFIELD","FARNBOROUGH",0.007,22,30
"258","DONCASTER SHEFFIELD","GLASGOW",0.0018,22,32
"259","DONCASTER SHEFFIELD","JERSEY",5.7215,22,38
"260","DONCASTER SHEFFIELD","PLYMOUTH",0,22,57
"261","DUNDEE","DURHAM TEES VALLEY",0,23,25
"262","DUNDEE","EDINBURGH",4e-04,23,27
"263","DUNDEE","GUERNSEY",0.1007,23,33
"264","DUNDEE","HUMBERSIDE",0.0016,23,34
"265","DUNDEE","JERSEY",0.0625,23,38
"266","DUNDEE","MANCHESTER",0.0014,23,47
"267","DUNKESWELL","JERSEY",1e-04,24,38
"268","DURHAM TEES VALLEY","EDINBURGH",0.003,25,27
"269","DURHAM TEES VALLEY","FAIRFORD",0.0096,25,68
