"apt1_apt_name","apt2_apt_name","total_pax_tp","apt1_id","apt2_id"
"1","GATWICK","ABERDEEN",15.4046,0,6
"2","GATWICK","ALDERNEY",2e-04,0,7
"3","GATWICK","ANGLESEY (VALLEY)",0.0238,0,64
"4","GATWICK","BELFAST INTERNATIONAL",2.0121,0,12
"5","GATWICK","BIGGIN HILL",0,0,15
"6","GATWICK","BIRMINGHAM",0.3243,0,16
"7","GATWICK","BRISTOL",0,0,20
"8","GATWICK","COAL ASTON",0,0,65
"9","GATWICK","CULDROSE",0,0,66
"10","GATWICK","DURHAM TEES VALLEY",0.2282,0,30
"11","GATWICK","EAST MIDLANDS INTERNATIONAL",0.0206,0,31
"12","GATWICK","EDINBURGH",18.1032,0,33
"13","GATWICK","EXETER",0.001,0,34
"14","GATWICK","GLASGOW",16.9378,0,38
"15","GATWICK","GUERNSEY",8.8691,0,40
"16","GATWICK","HAVERFORD WEST",0,0,67
"17","GATWICK","HEATHROW",0,0,1
"18","GATWICK","INVERNESS",0.02,0,44
"19","GATWICK","JERSEY",14.0353,0,47
"20","GATWICK","KENT INTERNATIONAL",0,0,48
"21","GATWICK","LASHAM",0,0,68
"22","GATWICK","LEEDS BRADFORD",0,0,50
"23","GATWICK","LERWICK (TINGWALL)",0,0,69
"24","GATWICK","LEUCHARS",0,0,51
"25","GATWICK","LIVERPOOL",0,0,52
"26","GATWICK","LONDON CITY",0,0,2
"27","GATWICK","LUTON",0.0094,0,3
"28","GATWICK","LYDD",0,0,53
"29","GATWICK","MANCHESTER",16.5627,0,54
"30","GATWICK","NEWCASTLE",8.1044,0,55
"31","GATWICK","NEWQUAY",0.008,0,70
"32","GATWICK","PLYMOUTH",0.2494,0,57
"33","GATWICK","PRESTWICK",0.0027,0,58
"34","GATWICK","SOUTHEND",0,0,4
"35","GATWICK","STANSTED",0,0,5
"36","HEATHROW","ABERDEEN",43.7792,1,6
"37","HEATHROW","BELFAST INTERNATIONAL",115.9552,1,12
"38","HEATHROW","BIRMINGHAM",7.9664,1,16
"39","HEATHROW","CARDIFF WALES",0.03,1,23
"40","HEATHROW","CARLISLE",0.0116,1,24
"41","HEATHROW","DURHAM TEES VALLEY",17.3551,1,30
"42","HEATHROW","EAST MIDLANDS INTERNATIONAL",6.6227,1,31
"43","HEATHROW","EDINBURGH",127.7689,1,33
"44","HEATHROW","EXETER",0.0098,1,34
"45","HEATHROW","GLASGOW",127.7221,1,38
"46","HEATHROW","GUERNSEY",9.8783,1,40
"47","HEATHROW","HEATHROW",0,1,1
"48","HEATHROW","HUMBERSIDE",0,1,43
"49","HEATHROW","INVERNESS",14.7697,1,44
"50","HEATHROW","ISLE OF MAN",10.4948,1,46
"51","HEATHROW","JERSEY",30.3601,1,47
"52","HEATHROW","KENT INTERNATIONAL",0.0595,1,48
"53","HEATHROW","LEEDS BRADFORD",19.1528,1,50
"54","HEATHROW","LIVERPOOL",8.0117,1,52
"55","HEATHROW","LONDON CITY",0,1,2
"56","HEATHROW","LUTON",0,1,3
"57","HEATHROW","MANCHESTER",88.7615,1,54
"58","HEATHROW","NEWCASTLE",35.3448,1,55
"59","HEATHROW","NEWQUAY",3.1514,1,70
"60","HEATHROW","NORWICH",0,1,56
"61","HEATHROW","PLYMOUTH",3.9521,1,57
"62","HEATHROW","PRESTWICK",0.0069,1,58
"63","HEATHROW","STANSTED",0,1,5
"64","LONDON CITY","BLACKPOOL",0.0088,2,18
"65","LONDON CITY","COVENTRY",0.009,2,26
"66","LONDON CITY","DURHAM TEES VALLEY",0.0183,2,30
"67","LONDON CITY","GUERNSEY",0.0016,2,40
"68","LONDON CITY","INVERNESS",0,2,44
"69","LONDON CITY","JERSEY",0.7712,2,47
"70","LONDON CITY","LIVERPOOL",0.0044,2,52
"71","LONDON CITY","LYDD",0,2,53
"72","LONDON CITY","MANCHESTER",0.0087,2,54
"73","LONDON CITY","NEWCASTLE",0,2,55
"74","LONDON CITY","NEWQUAY",0,2,70
"75","LONDON CITY","PLYMOUTH",0.0092,2,57
"76","LUTON","ABERDEEN",0.0142,3,6
"77","LUTON","BELFAST CITY (GEORGE BEST)",0.0011,3,11
"78","LUTON","BELFAST INTERNATIONAL",17.2582,3,12
"79","LUTON","BIRMINGHAM",0.0063,3,16
"80","LUTON","BLACKPOOL",0,3,18
"81","LUTON","BRISTOL",1e-04,3,20
"82","LUTON","CAMBRIDGE",1e-04,3,21
"83","LUTON","DURHAM TEES VALLEY",0,3,30
"84","LUTON","EAST MIDLANDS INTERNATIONAL",1e-04,3,31
"85","LUTON","EDINBURGH",0.0785,3,33
"86","LUTON","EXETER",2e-04,3,34
"87","LUTON","GLASGOW",0.0021,3,38
"88","LUTON","GUERNSEY",0.1633,3,40
"89","LUTON","HUMBERSIDE",0,3,43
"90","LUTON","INVERNESS",0,3,44
"91","LUTON","ISLE OF MAN",1.5308,3,46
"92","LUTON","JERSEY",1.8142,3,47
"93","LUTON","KINLOSS",0.0144,3,71
"94","LUTON","LEEDS BRADFORD",0,3,50
"95","LUTON","LEUCHARS",0,3,51
"96","LUTON","LIVERPOOL",1e-04,3,52
"97","LUTON","MANCHESTER",0.0104,3,54
"98","LUTON","NEWCASTLE",7e-04,3,55
"99","LUTON","NEWQUAY",0.0072,3,70
"100","LUTON","PRESTWICK",0,3,58
"101","LUTON","SOUTHAMPTON",0,3,72
"102","LUTON","STANSTED",0,3,5
"103","SOUTHEND","ABERDEEN",0.0069,4,6
"104","SOUTHEND","BELFAST INTERNATIONAL",0,4,12
"105","SOUTHEND","BIRMINGHAM",0,4,16
"106","SOUTHEND","BOURNEMOUTH",0.0029,4,19
"107","SOUTHEND","DURHAM TEES VALLEY",0,4,30
"108","SOUTHEND","EXETER",0.012,4,34
"109","SOUTHEND","GLASGOW",4e-04,4,38
"110","SOUTHEND","GUERNSEY",0,4,40
"111","SOUTHEND","ISLE OF MAN",0,4,46
"112","SOUTHEND","JERSEY",1.0575,4,47
"113","SOUTHEND","LEEDS BRADFORD",0,4,50
"114","SOUTHEND","MANCHESTER",0.0123,4,54
"115","SOUTHEND","NEWCASTLE",0.0148,4,55
"116","SOUTHEND","NEWQUAY",0,4,70
"117","SOUTHEND","PRESTWICK",0,4,58
"118","STANSTED","ABERDEEN",3.2565,5,6
"119","STANSTED","BELFAST INTERNATIONAL",0,5,12
"120","STANSTED","BIRMINGHAM",0.0452,5,16
"121","STANSTED","BRISTOL",2e-04,5,20
"122","STANSTED","CAMBRIDGE",0,5,21
"123","STANSTED","COVENTRY",0,5,26
"124","STANSTED","DUNDEE",0,5,29
"125","STANSTED","EDINBURGH",6.6939,5,33
"126","STANSTED","GLASGOW",7.7424,5,38
"127","STANSTED","GLOUCESTERSHIRE",1e-04,5,39
"128","STANSTED","GUERNSEY",3.1488,5,40
"129","STANSTED","JERSEY",4.14,5,47
"130","STANSTED","LEEDS BRADFORD",0.0142,5,50
"131","STANSTED","LIVERPOOL",0.0031,5,52
"132","STANSTED","MANCHESTER",0.0038,5,54
"133","STANSTED","NEWCASTLE",0.0145,5,55
"134","STANSTED","NORWICH",0.0141,5,56
"135","STANSTED","PENZANCE HELIPORT",0.0026,5,73
"136","STANSTED","PRESTWICK",0.0076,5,58
"137","STANSTED","SOUTHAMPTON",0.0022,5,72
"138","STANSTED","SUMBURGH",5e-04,5,63
"139","STANSTED","WOODVALE",0.0028,5,74
"140","ABERDEEN","BENBECULA",0.0081,6,14
"141","ABERDEEN","BIRMINGHAM",3.268,6,16
"142","ABERDEEN","BOURNEMOUTH",0,6,19
"143","ABERDEEN","BRISTOL",0.4536,6,20
"144","ABERDEEN","CAMPBELTOWN",0.0046,6,22
"145","ABERDEEN","CITY OF DERRY (EGLINTON)",0,6,25
"146","ABERDEEN","COLTISHALL",0,6,75
"147","ABERDEEN","DONCASTER",0,6,76
"148","ABERDEEN","DOUNREAY",0,6,77
"149","ABERDEEN","DUNDEE",0.1751,6,29
"150","ABERDEEN","DURHAM TEES VALLEY",0.3082,6,30
"151","ABERDEEN","EAST MIDLANDS INTERNATIONAL",0.869,6,31
"152","ABERDEEN","EDINBURGH",5.0653,6,33
"153","ABERDEEN","GLASGOW",4.002,6,38
"154","ABERDEEN","HUMBERSIDE",1.8528,6,43
"155","ABERDEEN","INVERNESS",0.1285,6,44
"156","ABERDEEN","ISLE OF SKYE",8e-04,6,78
