"apt1_apt_name","apt2_apt_name","total_pax_tp","grp_name","apt1_id","apt2_id"
"338","KIRKWALL","STRONSAY",0.3084,"Other Reporting Airports",42,65
"339","KIRKWALL","SUMBURGH",0.8739,"Other Reporting Airports",42,56
"340","KIRKWALL","WESTRAY",0.3365,"Other Reporting Airports",42,66
"341","LANDS END (ST JUST)","NEWQUAY",0,"Other Reporting Airports",43,50
"342","LEEDS BRADFORD","MANCHESTER",0,"Other Reporting Airports",44,47
"343","LEEDS BRADFORD","NEWQUAY",0,"Other Reporting Airports",44,50
"344","LEEDS BRADFORD","SOUTH MARSTON",0.0045,"Other Reporting Airports",44,58
"345","LEEDS BRADFORD","SOUTHAMPTON",5.965,"Other Reporting Airports",44,54
"346","LERWICK (TINGWALL)","OUT SKERRIES",0.018,"Other Reporting Airports",45,67
"347","LERWICK (TINGWALL)","PAPA STOUR",0.0029,"Other Reporting Airports",45,68
"348","LERWICK (TINGWALL)","SUMBURGH",0,"Other Reporting Airports",45,56
"349","LIVERPOOL (JOHN LENNON)","NEWCASTLE",0.0326,"Other Reporting Airports",46,49
"350","LIVERPOOL (JOHN LENNON)","NEWQUAY",0.5848,"Other Reporting Airports",46,50
"351","LIVERPOOL (JOHN LENNON)","NORWICH",0.022,"Other Reporting Airports",46,51
"352","LIVERPOOL (JOHN LENNON)","SOUTHAMPTON",0.0233,"Other Reporting Airports",46,54
"353","MANCHESTER","NEWCASTLE",0.0726,"Other Reporting Airports",47,49
"354","MANCHESTER","NEWQUAY",3.257,"Other Reporting Airports",47,50
"355","MANCHESTER","NORWICH",3.0302,"Other Reporting Airports",47,51
"356","MANCHESTER","SOUTHAMPTON",12.1044,"Other Reporting Airports",47,54
"357","MANCHESTER","STORNOWAY",0.0166,"Other Reporting Airports",47,55
"358","MANSTON (KENT INT)","NEWCASTLE",0.0243,"Other Reporting Airports",48,49
"359","MANSTON (KENT INT)","NEWQUAY",0,"Other Reporting Airports",48,50
"360","NEWCASTLE","NEWQUAY",0.2384,"Other Reporting Airports",49,50
"361","NEWCASTLE","NORWICH",0.0298,"Other Reporting Airports",49,51
"362","NEWCASTLE","SOUTHAMPTON",9.1064,"Other Reporting Airports",49,54
"363","NEWCASTLE","WARTON",0,"Other Reporting Airports",49,69
"364","NEWQUAY","NORWICH",0.1907,"Other Reporting Airports",50,51
"365","NORWICH","SOUTHAMPTON",0.0107,"Other Reporting Airports",51,54
"366","NORWICH","WARTON",6e-04,"Other Reporting Airports",51,69
"367","SCATSTA","TURWESTON",0,"Other Reporting Airports",52,70
"368","SCATSTA","WOODVALE",0,"Other Reporting Airports",52,71
