"","apt1_apt_name","apt2_apt_name","total_pax_tp","apt1_id","apt2_id"
"1","GATWICK","ABERDEEN",23.3921,0,6
"2","GATWICK","BELFAST CITY (GEORGE BEST)",28.0503,0,9
"3","GATWICK","BELFAST INTERNATIONAL",35.3248,0,10
"4","GATWICK","BLACKPOOL",0.0037,0,13
"5","GATWICK","CARDIFF WALES",0.0076,0,18
"6","GATWICK","DONCASTER SHEFFIELD",0.0038,0,20
"7","GATWICK","EAST MIDLANDS INTERNATIONAL",0.0145,0,23
"8","GATWICK","EDINBURGH",69.6791,0,24
"9","GATWICK","GLASGOW",60.7417,0,26
"10","GATWICK","GUERNSEY",34.4782,0,28
"11","GATWICK","HEATHROW",0.0035,0,1
"12","GATWICK","HUMBERSIDE",0,0,29
"13","GATWICK","INVERNESS",23.0442,0,30
"14","GATWICK","ISLE OF MAN",14.3466,0,32
"15","GATWICK","JERSEY",55.3962,0,33
"16","GATWICK","LEEDS BRADFORD",0.0177,0,35
"17","GATWICK","LIVERPOOL (JOHN LENNON)",0.0369,0,37
"18","GATWICK","MANCHESTER",19.4568,0,38
"19","GATWICK","NEWCASTLE",8.4319,0,40
"20","GATWICK","NEWQUAY",9.6181,0,41
"21","GATWICK","NORWICH",0.0032,0,42
"22","GATWICK","PLYMOUTH",0,0,51
"23","HEATHROW","ABERDEEN",66.3809,1,6
"24","HEATHROW","BELFAST CITY (GEORGE BEST)",49.9215,1,9
"25","HEATHROW","BELFAST INTERNATIONAL",19.1463,1,10
"26","HEATHROW","BIRMINGHAM",0,1,12
"27","HEATHROW","CARDIFF WALES",0,1,18
"28","HEATHROW","EDINBURGH",125.4993,1,24
"29","HEATHROW","GLASGOW",82.8531,1,26
"30","HEATHROW","LEEDS BRADFORD",0.558,1,35
"31","HEATHROW","LIVERPOOL (JOHN LENNON)",0.007,1,37
"32","HEATHROW","MANCHESTER",79.2831,1,38
"33","HEATHROW","NEWCASTLE",48.9726,1,40
"34","LONDON CITY","ABERDEEN",1.5793,2,6
"35","LONDON CITY","DUNDEE",2.7872,2,21
"36","LONDON CITY","EDINBURGH",32.2729,2,24
"37","LONDON CITY","GLASGOW",15.8239,2,26
"38","LONDON CITY","ISLE OF MAN",3.8494,2,32
"39","LONDON CITY","JERSEY",2.7691,2,33
"40","LUTON","ABERDEEN",11.995,3,6
"41","LUTON","BELFAST CITY (GEORGE BEST)",0,3,9
"42","LUTON","BELFAST INTERNATIONAL",23.0104,3,10
"43","LUTON","BLACKPOOL",0,3,13
"44","LUTON","CARDIFF WALES",0.0067,3,18
"45","LUTON","DONCASTER SHEFFIELD",0.0011,3,20
"46","LUTON","DURHAM TEES VALLEY",0.0089,3,22
"47","LUTON","EDINBURGH",26.9797,3,24
"48","LUTON","EXETER",0.0177,3,25
"49","LUTON","GLASGOW",27.6488,3,26
"50","LUTON","HUMBERSIDE",3e-04,3,29
"51","LUTON","INVERNESS",8.8841,3,30
"52","LUTON","ISLE OF MAN",1.8974,3,32
"53","LUTON","JERSEY",1.6425,3,33
"54","LUTON","LEEDS BRADFORD",0.0063,3,35
"55","LUTON","LIVERPOOL (JOHN LENNON)",0.0277,3,37
"56","LUTON","MANCHESTER",0.0365,3,38
"57","LUTON","NEWCASTLE",0.0609,3,40
"58","LUTON","NORWICH",0.0057,3,42
"59","LUTON","WICK JOHN O GROATS",0,3,50
"60","SOUTHEND","BELFAST INTERNATIONAL",9.2502,4,10
"61","SOUTHEND","JERSEY",3.5169,4,33
"62","STANSTED","ABERDEEN",0,5,6
"63","STANSTED","BELFAST CITY (GEORGE BEST)",4.7341,5,9
"64","STANSTED","BELFAST INTERNATIONAL",31.1454,5,10
"65","STANSTED","BIRMINGHAM",2e-04,5,12
"66","STANSTED","BRISTOL",0,5,15
"67","STANSTED","CITY OF DERRY (EGLINTON)",13.4312,5,19
"68","STANSTED","EDINBURGH",34.6353,5,24
"69","STANSTED","FARNBOROUGH",2e-04,5,52
"70","STANSTED","GLASGOW",33.1607,5,26
"71","STANSTED","GUERNSEY",2.8244,5,28
"72","STANSTED","INVERNESS",0.0134,5,30
"73","STANSTED","JERSEY",0.6141,5,33
"74","STANSTED","LEEDS BRADFORD",0.0338,5,35
"75","STANSTED","LIVERPOOL (JOHN LENNON)",0.0033,5,37
"76","STANSTED","MANCHESTER",0.0269,5,38
"77","STANSTED","NEWCASTLE",0.0153,5,40
"78","STANSTED","NEWQUAY",2e-04,5,41
"79","STANSTED","NORWICH",0.0039,5,42
"80","STANSTED","PRESTWICK",0,5,44
"81","ABERDEEN","BELFAST CITY (GEORGE BEST)",2.1503,6,9
"82","ABERDEEN","BIRMINGHAM",8.7317,6,12
"83","ABERDEEN","BRISTOL",3.289,6,15
"84","ABERDEEN","CARDIFF WALES",1.4068,6,18
"85","ABERDEEN","DONCASTER SHEFFIELD",0,6,20
"86","ABERDEEN","DURHAM TEES VALLEY",3.3419,6,22
"87","ABERDEEN","EAST MIDLANDS INTERNATIONAL",1.9788,6,23
"88","ABERDEEN","EXETER",0.4798,6,25
"89","ABERDEEN","GATWICK",23.4274,6,0
"90","ABERDEEN","GLASGOW",0.0145,6,26
"91","ABERDEEN","HEATHROW",66.3479,6,1
"92","ABERDEEN","HUMBERSIDE",3.2173,6,29
"93","ABERDEEN","INVERNESS",0.0037,6,30
"94","ABERDEEN","JERSEY",0.2344,6,33
"95","ABERDEEN","KIRKWALL",4.7178,6,34
"96","ABERDEEN","LEEDS BRADFORD",0.0551,6,35
"97","ABERDEEN","LIVERPOOL (JOHN LENNON)",0,6,37
"98","ABERDEEN","LONDON CITY",1.5827,6,2
"99","ABERDEEN","LUTON",12.0549,6,3
"100","ABERDEEN","MANCHESTER",18.0733,6,38
"101","ABERDEEN","NEWCASTLE",2.4855,6,40
"102","ABERDEEN","NEWQUAY",0,6,41
"103","ABERDEEN","NORWICH",6.463,6,42
"104","ABERDEEN","OXFORD (KIDLINGTON)",0,6,43
"105","ABERDEEN","SCATSTA",16.8127,6,45
"106","ABERDEEN","SOUTHAMPTON",1.6305,6,46
"107","ABERDEEN","STANSTED",0.0059,6,5
"108","ABERDEEN","STORNOWAY",0.5555,6,47
"109","ABERDEEN","SUMBURGH",7.5203,6,48
"110","ABERDEEN","WICK JOHN O GROATS",1.4638,6,50
"111","ALDERNEY","GUERNSEY",3.8902,7,28
"112","ALDERNEY","JERSEY",0.0306,7,33
"113","ALDERNEY","SOUTHAMPTON",2.4943,7,46
"114","BARRA","BENBECULA",0.2391,8,11
"115","BARRA","GLASGOW",0.9023,8,26
"116","BELFAST CITY (GEORGE BEST)","ABERDEEN",2.119,9,6
"117","BELFAST CITY (GEORGE BEST)","BIRMINGHAM",30.8289,9,12
"118","BELFAST CITY (GEORGE BEST)","BLACKPOOL",1.2014,9,13
"119","BELFAST CITY (GEORGE BEST)","BRISTOL",1.7263,9,15
"120","BELFAST CITY (GEORGE BEST)","CARDIFF WALES",3.8412,9,18
"121","BELFAST CITY (GEORGE BEST)","DONCASTER SHEFFIELD",0,9,20
"122","BELFAST CITY (GEORGE BEST)","DUNDEE",0.8518,9,21
"123","BELFAST CITY (GEORGE BEST)","EAST MIDLANDS INTERNATIONAL",16.4576,9,23
"124","BELFAST CITY (GEORGE BEST)","EDINBURGH",12.4252,9,24
"125","BELFAST CITY (GEORGE BEST)","EXETER",1.2492,9,25
"126","BELFAST CITY (GEORGE BEST)","GATWICK",27.8551,9,0
"127","BELFAST CITY (GEORGE BEST)","GLASGOW",10.0003,9,26
"128","BELFAST CITY (GEORGE BEST)","GLOUCESTERSHIRE",0.0223,9,27
"129","BELFAST CITY (GEORGE BEST)","GUERNSEY",0,9,28
"130","BELFAST CITY (GEORGE BEST)","HEATHROW",49.5908,9,1
"131","BELFAST CITY (GEORGE BEST)","INVERNESS",2.3625,9,30
"132","BELFAST CITY (GEORGE BEST)","ISLE OF MAN",1.5299,9,32
"133","BELFAST CITY (GEORGE BEST)","JERSEY",0.1985,9,33
"134","BELFAST CITY (GEORGE BEST)","LEEDS BRADFORD",10.0108,9,35
"135","BELFAST CITY (GEORGE BEST)","LIVERPOOL (JOHN LENNON)",0,9,37
"136","BELFAST CITY (GEORGE BEST)","LUTON",0,9,3
"137","BELFAST CITY (GEORGE BEST)","MANCHESTER",27.9917,9,38
"138","BELFAST CITY (GEORGE BEST)","MANSTON (KENT INT)",0,9,39
"139","BELFAST CITY (GEORGE BEST)","NEWCASTLE",3.9118,9,40
"140","BELFAST CITY (GEORGE BEST)","NEWQUAY",0.1758,9,41
"141","BELFAST CITY (GEORGE BEST)","SOUTHAMPTON",8.4573,9,46
"142","BELFAST CITY (GEORGE BEST)","STANSTED",4.6079,9,5
"143","BELFAST INTERNATIONAL","BIRMINGHAM",2.4892,10,12
"144","BELFAST INTERNATIONAL","BLACKPOOL",1.9318,10,13
"145","BELFAST INTERNATIONAL","BRISTOL",21.7182,10,15
"146","BELFAST INTERNATIONAL","CARDIFF WALES",0.009,10,18
"147","BELFAST INTERNATIONAL","EAST MIDLANDS INTERNATIONAL",0.0091,10,23
"148","BELFAST INTERNATIONAL","EDINBURGH",23.7242,10,24
"149","BELFAST INTERNATIONAL","FARNBOROUGH",0.0048,10,52
"150","BELFAST INTERNATIONAL","GATWICK",35.4324,10,0
"151","BELFAST INTERNATIONAL","GLASGOW",26.6987,10,26
"152","BELFAST INTERNATIONAL","HEATHROW",19.0098,10,1
"153","BELFAST INTERNATIONAL","JERSEY",0.9267,10,33
"154","BELFAST INTERNATIONAL","LEEDS BRADFORD",5.1535,10,35
"155","BELFAST INTERNATIONAL","LIVERPOOL (JOHN LENNON)",44.7571,10,37
"156","BELFAST INTERNATIONAL","LUTON",23.231,10,3
"157","BELFAST INTERNATIONAL","MANCHESTER",14.9334,10,38
"158","BELFAST INTERNATIONAL","NEWCASTLE",19.3123,10,40
"159","BELFAST INTERNATIONAL","SOUTHEND",9.548,10,4
"160","BELFAST INTERNATIONAL","STANSTED",31.1074,10,5
"161","BENBECULA","BARRA",0.141,11,8
"162","BENBECULA","GLASGOW",1.9716,11,26
"163","BENBECULA","STORNOWAY",0.9723,11,47
"164","BIRMINGHAM","ABERDEEN",8.6546,12,6
"165","BIRMINGHAM","BELFAST CITY (GEORGE BEST)",30.8479,12,9
"166","BIRMINGHAM","BELFAST INTERNATIONAL",2.4735,12,10
"167","BIRMINGHAM","CARDIFF WALES",5e-04,12,18
"168","BIRMINGHAM","CITY OF DERRY (EGLINTON)",5.5096,12,19
"169","BIRMINGHAM","DUNDEE",1.6145,12,21
"170","BIRMINGHAM","EDINBURGH",28.5911,12,24
"171","BIRMINGHAM","GLASGOW",20.8123,12,26
"172","BIRMINGHAM","GUERNSEY",2.763,12,28
"173","BIRMINGHAM","INVERNESS",3.2987,12,30
"174","BIRMINGHAM","ISLE OF MAN",4.3412,12,32
"175","BIRMINGHAM","JERSEY",4.7941,12,33
"176","BIRMINGHAM","KIRKWALL",0,12,34
"177","BIRMINGHAM","NEWCASTLE",1.0393,12,40
"178","BIRMINGHAM","SOUTHAMPTON",0.0073,12,46
"179","BIRMINGHAM","STORNOWAY",0.0177,12,47
"180","BLACKPOOL","BELFAST INTERNATIONAL",1.9151,13,10
"181","BLACKPOOL","EDINBURGH",0.0048,13,24
"182","BLACKPOOL","GATWICK",0,13,0
"183","BLACKPOOL","INVERNESS",0.0081,13,30
"184","BLACKPOOL","ISLE OF MAN",2.2397,13,32
"185","BLACKPOOL","JERSEY",0.6911,13,33
"186","BLACKPOOL","LUTON",0,13,3
"187","BLACKPOOL","NORWICH",0.0062,13,42
"188","BLACKPOOL","SOUTH MARSTON",0,13,53
"189","BLACKPOOL","WARTON",0,13,54
"190","BOURNEMOUTH","BELFAST CITY (GEORGE BEST)",0,14,9
"191","BOURNEMOUTH","EDINBURGH",0.0184,14,24
"192","BOURNEMOUTH","JERSEY",0.2898,14,33
"193","BOURNEMOUTH","LEEDS BRADFORD",0.0064,14,35
"194","BOURNEMOUTH","MANCHESTER",0,14,38
"195","BOURNEMOUTH","NEWCASTLE",0.0063,14,40
"196","BOURNEMOUTH","SOUTHAMPTON",0,14,46
"197","BOURNEMOUTH","STANSTED",0.006,14,5
"198","BRISTOL","ABERDEEN",1.6317,15,6
"199","BRISTOL","BELFAST CITY (GEORGE BEST)",1.7485,15,9
"200","BRISTOL","BELFAST INTERNATIONAL",21.7225,15,10
"201","BRISTOL","BIRMINGHAM",0,15,12
"202","BRISTOL","CARDIFF WALES",0.0036,15,18
"203","BRISTOL","EDINBURGH",29.5532,15,24
"204","BRISTOL","FILTON",0.0045,15,55
"205","BRISTOL","GATWICK",0.0056,15,0
"206","BRISTOL","GLASGOW",23.9666,15,26
"207","BRISTOL","GUERNSEY",0.6833,15,28
"208","BRISTOL","HAWARDEN",0.0018,15,56
"209","BRISTOL","INVERNESS",7.8072,15,30
"210","BRISTOL","ISLE OF MAN",0.8186,15,32
"211","BRISTOL","ISLES OF SCILLY (ST.MARYS)",0.2932,15,57
"212","BRISTOL","JERSEY",3.3817,15,33
"213","BRISTOL","LEEDS BRADFORD",0.8239,15,35
"214","BRISTOL","MANCHESTER",0.0085,15,38
"215","BRISTOL","NEWCASTLE",17.146,15,40
"216","BRISTOL","NEWQUAY",0,15,41
"217","BRISTOL","PLYMOUTH",0,15,51
"218","BRISTOL","SOUTHAMPTON",1e-04,15,46
"219","BRISTOL","STANSTED",0,15,5
